,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
"(450, 500]",main,pandl,partner_bank_credit_issuance_cost,0.0,0.00225943,0.04005016,0.11567867,0.22945123,0.36177005,0.51542485,0.69264018,0.96697057,1.33519077,1.79053852,2.32720516,2.94297688,3.56388991,4.19214394,4.82648321,5.46854109,6.1171187,6.77394574,7.43621883,8.10215854,8.77076774,9.44185397,10.11523565,10.7869434,11.44872617,12.10080901,12.74341084,13.37674461,14.00139298,14.61787775,15.22677044,15.82815176,16.42210164,17.00869922,17.58802288,18.16015022,18.72515809,19.28312257,19.83411898,20.37822191,20.91550521,21.44604199,21.96990462,22.48716477,22.99789338,23.50216066,24.00003616,24.49158868,24.97688635,25.45599661,25.92898621,26.39592122,26.85686705,27.31188842,27.76104942,28.20441345,28.64204328,29.07400103,29.50034818,29.92114556,30.3364534,30.74633128,31.15083817,31.55003243,31.94397181,32.33271345,32.7163139,33.09482912,33.46831447,33.83682474,34.20041413,34.55913627,34.91304423,35.26219052,35.60662708,35.94640531,36.28157604,36.61218959,36.93829572,37.25994365,37.5771821,37.89005923,38.19862272,38.5029197,38.80299681,39.09890018,39.39067544,39.67836773,39.96202168,40.24168146,40.51739073,40.78919269,41.05713006,41.3212451,41.58157957,41.83817483,42.09097704,42.3398294,42.3398294,42.3398294,42.3398294,42.3398294,42.3398294,42.3398294,42.3398294,42.3398294,42.3398294,42.3398294,42.3398294,42.3398294,42.3398294
"(450, 500]",main,pandl,recognized_losses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19754666,11.20001595,21.23241164,31.78409339,43.25776528,56.17877668,70.76906112,87.07609753,103.80673931,119.47164143,134.92303837,150.61133443,166.58986864,183.3581147,199.65587957,217.0269684,234.96697527,253.1126192,271.12992964,289.01530562,306.76551863,324.37768691,341.84925201,359.17795637,376.36182284,393.399135,410.28841918,427.02842772,443.81961702,460.65705144,477.53592673,494.45156729,511.39942345,528.3750688,545.37419762,562.39262229,579.4262708,596.4711843,613.52351466,630.57952212,647.63557299,664.68813732,681.73378672,698.76919213,715.79112171,732.79643868,749.78209932,766.74515088,783.68272963,800.59205889,817.47044713,834.31528612,851.12404901,867.89428863,884.62363564,901.30979686,917.95055349,934.54375956,951.08734016,967.57928995,984.01767154,1000.40061393,1016.72631107,1032.99302028,1049.19906091,1065.34281281,1081.42271504,1097.43726441,1113.38501421,1129.26457284,1145.07460258,1160.81381829,1176.48098617,1192.07492259,1207.59449287,1223.0386101,1238.40623404,1253.69636999,1268.90806768,1284.04042022,1299.09256301,1314.06367278,1328.95296649,1343.75970043,1358.48316918,1373.12270473,1387.67767548,1402.14748538,1416.53157301,1430.82941074,1445.04050384,1459.16438965,1473.20063678,1487.14884429,1501.00864088,1514.77968419,1528.87547788,1543.24597273,1543.24597273,1543.24597273,1543.24597273,1543.24597273,1543.24597273,1543.24597273,1543.24597273
"(450, 500]",main,pandl,reissue_costs,0.0,0.04960555,0.1000782,0.14994222,0.19901358,0.24725758,0.2948494,0.34147844,0.38711611,0.43178672,0.47555081,0.51842087,0.56045806,0.60170925,0.64219473,0.6819843,0.72107907,0.75949851,0.79726138,0.83438582,0.87088931,0.90678878,0.94210055,0.97684041,1.01102361,1.04466491,1.07777857,1.11037839,1.1424777,1.17408371,1.20520352,1.23584411,1.26601238,1.29571512,1.32495904,1.35375072,8.46858608,8.49649272,8.52396637,8.55101325,8.57763949,8.60385116,8.62965422,8.65505453,8.6800579,8.70467003,8.72889655,8.75274301,8.77621488,8.79931753,8.82205629,8.84443639,8.86646298,8.88814115,8.90947591,8.9304722,8.9511349,8.97146879,8.99147861,9.01116902,9.03054461,9.04960991,9.06836939,9.08682743,9.10498839,9.12285653,9.14043607,9.15773115,9.17474586,9.19148425,9.20795027,9.22414786,13.22333385,13.23900609,13.25442131,13.26958321,13.28449542,13.29916154,13.31358512,13.32776963,13.34171852,13.35543518,13.36892295,13.38218511,13.39522492,13.40804557,13.42065022,13.43304197,13.44522388,13.45719897,13.46897023,13.48054057,13.49191289,13.50309003,13.51407481,13.52487,13.53547831,13.54590243,13.54590243,13.54590243,13.54590243,13.54590243,13.54590243,13.54590243,13.54590243,13.54590243,13.54590243,13.54590243,13.54590243,13.54590243,13.54590243,13.54590243
"(450, 500]",main,pandl,setup_costs,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4
"(450, 500]",main,pandl,subscription_rev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(450, 500]",main,pandl,txn_fraud_costs,0.0,0.11916773,0.25096714,0.37735136,0.52243097,0.67948177,0.85448784,1.03544892,1.23412674,1.44950361,1.68079627,1.92745933,2.18873771,2.44886232,2.70803109,2.96628327,3.22398199,3.48105723,3.73755934,3.9935378,4.24904118,4.50411725,4.758813,5.01317465,5.26724772,5.52107704,5.77248968,6.02155132,6.2683257,6.51287476,6.75521486,6.99536218,7.23333281,7.46914267,7.70280754,7.93434307,8.16376478,8.39108806,8.61632814,8.83950014,9.06061903,9.27969968,9.49675679,9.71180496,9.92485864,10.13593218,10.34503978,10.55219552,10.75741337,10.96070715,11.16209059,11.36157727,11.55918066,11.75491411,11.94879086,12.14082402,12.33102658,12.51941143,12.70599132,12.89077892,13.07378675,13.25502725,13.43451271,13.61225535,13.78826725,13.96256038,14.13514664,14.30603777,14.47524543,14.64278117,14.80865644,14.97288257,15.13547081,15.29643227,15.455778,15.61351891,15.76966584,15.9242295,16.07722053,16.22864945,16.37852669,16.52686258,16.67366735,16.81895114,16.96272399,17.10499586,17.24577658,17.38507593,17.52290357,17.65926907,17.79418192,17.92765151,18.05968713,18.19029801,18.31866734,18.44563906,18.57041924,18.69382833,18.81509477,18.81509477,18.81509477,18.81509477,18.81509477,18.81509477,18.81509477,18.81509477,18.81509477,18.81509477,18.81509477,18.81509477,18.81509477,18.81509477
"(450, 500]",offb,opera,i_spending,0.0,176.3353781,223.53795152,230.90165405,265.21558135,291.90937003,326.48257797,343.88999764,376.38898894,409.43793124,441.86182187,472.69504554,502.43005894,508.48438034,510.93596011,511.89407272,512.47944971,512.55158869,512.28240901,511.87737739,511.34390764,510.70109869,509.97125252,509.28658674,508.6440618,508.09468826,504.35343854,500.20314233,495.94545794,491.686108,487.40037203,483.10219658,478.80829354,474.52184603,470.24292201,465.97256907,461.728444,457.50925665,453.32157243,449.16459272,445.03790465,440.94109391,436.87389896,432.83606016,428.82731987,424.84742236,420.89611382,416.97314236,413.07825793,409.2112124,405.37175946,401.55965464,397.77465531,394.0165206,390.28501151,386.57989072,382.90092275,379.24787378,375.62051183,372.01860653,368.44192926,364.89025309,361.36335272,357.86100457,354.38298663,350.92907857,347.49906165,344.09271874,340.70983428,337.35019429,334.01358637,330.69979962,327.40862471,324.13985379,320.89328057,317.66870019,314.4659093,311.28470603,308.1248899,304.98626196,301.86862461,298.77178169,295.69553847,292.63970154,289.60407896,286.58848006,283.5927156,280.61659763,277.65993954,274.72255607,271.80426321,268.90487828,266.02421987,263.16210785,259.09621158,256.08635665,252.02058004,249.02206431,245.01370019,64.60185147,35.07582706,22.18279064,15.20961827,10.61009183,7.40834531,5.39892722001,3.73422437999,2.18633896,0.78759611,0.402261859999,0.0,0.0
"(450, 500]",offb,opera,spending,0.0,238.33545227,263.59881898,252.76844744,290.15921571,314.10160822,350.012133,361.92217288,397.35562844,430.75374733,462.58532289,493.32612081,522.55675217,520.24922866,518.33753652,516.50436311,515.39742944,514.15047438,513.00423761,511.95690904,511.00676108,510.15214547,509.39149021,508.72329688,508.14613784,507.65865373,502.82528535,498.12326102,493.54876686,489.09812911,484.68018624,480.29465536,475.94125577,471.61970885,467.32973815,463.07106928,458.84342989,454.64654977,450.48016067,446.34399643,442.23779283,438.16128768,434.11422078,430.09633383,426.1073705,422.14707639,418.21519899,414.31148769,410.43569374,406.58757026,402.76687221,398.97335636,395.20678133,391.46690747,387.75349698,384.06631377,380.40512353,376.76969368,373.15979334,369.57519336,366.01566624,362.48098622,358.97092913,355.4852725,352.02379546,348.58627876,345.17250478,341.78225746,338.41532231,335.07148646,331.75053852,328.45226867,325.17646859,321.9229315,318.69145211,315.48182657,312.29385256,309.12732916,305.98205693,302.85783785,299.75447533,296.67177414,293.60954052,290.56758201,287.54570757,284.54372752,281.56145347,278.59869843,275.65527669,272.73100384,269.8256968,266.93917377,264.0712542,261.22175882,256.73864541,253.94344996,249.56035508,246.81818843,242.53288067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(50, 100]",accs,asset,released_activated_canceled,0.0,0.0,0.0,0.0,0.0,0.0,0.00039449,0.00076526,0.00111487,0.00144351,0.00175253,0.00204392,0.00231859,0.00257832,0.00282447,0.00305787,0.00328012,0.00349158,0.0036929,0.00388468,0.00406748,0.00424182,0.00440819,0.00456704,0.0047188,0.00486387,0.00500261,0.00513538,0.0052625,0.00538427,0.00550092,0.00561267,0.00571971,0.00582226,0.00592049,0.00601459,0.00610473,0.00619108,0.0062738,0.00635304,0.00642895,0.00650166,0.00657132,0.00663805,0.00670197,0.00676321,0.00682186,0.00687806,0.00693188,0.00698345,0.00703284,0.00708016,0.00712549,0.00716891,0.00721051,0.00725036,0.00728853,0.00732509,0.00736012,0.00739368,0.00742582,0.00745661,0.00748611,0.00751436,0.00754143,0.00756736,0.0075922,0.00761599,0.00763879,0.00766062,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154,0.00768154
"(50, 100]",accs,asset,released_activated_charged_off_first_late,0.0,0.00671184,0.06126622,0.11268166,0.16198409,0.2110151,0.2580683,0.29329734,0.28033684,0.26784591,0.25347897,0.23759787,0.22016418,0.20510435,0.18876846,0.17192148,0.15833675,0.14525758,0.13451698,0.12540438,0.1168796,0.11056952,0.10408478,0.0980381,0.09239643,0.08712945,0.08220933,0.07761049,0.07330944,0.06940601,0.06586379,0.06264959,0.05973321,0.05708712,0.05468628,0.05238641,0.05018325,0.04807276,0.04605102,0.04411431,0.04225905,0.04048181,0.03877931,0.03714842,0.03558611,0.03408951,0.03265585,0.03128248,0.02996687,0.02870659,0.02749931,0.02634281,0.02523494,0.02417366,0.02315702,0.02218313,0.02125021,0.02035651,0.0195004,0.0186803,0.01789468,0.01714211,0.01642118,0.01573058,0.01506901,0.01443528,0.01382819,0.01324663,0.01268954,0.01215587,0.01164464,0.00956386,0.00749945,0.00552186,0.00362744,0.00181269,7.426e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(50, 100]",accs,asset,released_activated_charged_off_recognized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00671184,0.06126622,0.11268166,0.16198409,0.2110151,0.2580683,0.30000918,0.34160306,0.38052757,0.41546306,0.44861297,0.47823248,0.50511353,0.53037152,0.55244905,0.57379981,0.59387055,0.61274945,0.63051791,0.64725112,0.66301858,0.67788459,0.69190865,0.70514589,0.71764736,0.72946044,0.74062906,0.75119402,0.76131467,0.77100968,0.78029696,0.78919365,0.79771619,0.8058803,0.81370107,0.82119293,0.82836971,0.83524467,0.8418305,0.84813935,0.85418288,0.85997224,0.86551813,0.87083078,0.87592001,0.8807952,0.88546536,0.88993911,0.89422472,0.89833009,0.90226281,0.90603014,0.90963902,0.91309614,0.91640786,0.9195803,0.92261932,0.92553054,0.92831932,0.93099082,0.93354996,0.93600148,0.9383499,0.94059955,0.9427546,0.94481901,0.9467966,0.94869102,0.95050577,0.9522442,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846,0.95231846
"(50, 100]",accs,asset,released_activated_open,0.0,0.89879455,0.87832633,0.83369473,0.78775291,0.74203072,0.70153721,0.65922556,0.61728207,0.57802892,0.54278441,0.50934311,0.47944893,0.45230815,0.42680401,0.40449307,0.38292007,0.36263787,0.34355765,0.32559741,0.30868141,0.29273961,0.27770723,0.26352431,0.25013531,0.23748877,0.22553694,0.21423555,0.20354348,0.19330106,0.1834894,0.17409038,0.16508664,0.15646155,0.14819921,0.14028434,0.13270234,0.12543921,0.11848153,0.11181646,0.1054317,0.09931546,0.09345643,0.08784382,0.08246724,0.07731679,0.07238294,0.06765658,0.063129,0.05879183,0.05463706,0.05065702,0.04684437,0.04319206,0.03969335,0.03634179,0.03313117,0.03005558,0.02710934,0.024287,0.02158336,0.01899343,0.01651241,0.01413574,0.01185901,0.00967804,0.00758879,0.00558741,0.00367019,0.00183361,7.426e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"(50, 100]",accs,asset,released_not_activated,1.0,0.09449361,0.06040745,0.05362361,0.050263,0.04695418,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
"(50, 100]",accs,liabi,released,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"(50, 100]",crli,asset,released_activated_canceled,0.0,0.0,0.0,0.0,0.0,0.0,0.42449281,0.85546904,1.29462022,1.73822933,2.18430717,2.63225608,3.0802434,3.51305871,3.93198534,4.3374829,4.73147777,5.11384624,5.48501353,5.84539001,6.19537148,6.53533944,6.86566138,7.18669114,7.49876924,7.80222332,8.09736845,8.3845076,8.66393196,8.93592142,9.20060712,9.45812232,9.70860201,9.95218249,10.18900103,10.41919558,10.64290443,10.86026597,11.0714184,11.27649954,11.47564659,11.66899594,11.85668304,12.03884215,12.21560629,12.38710706,12.55347452,12.71483711,12.87132156,13.02305276,13.17015375,13.31274561,13.45094744,13.5848763,13.71464715,13.84037285,13.96216412,14.08012952,14.19437544,14.30500609,14.41212348,14.51582746,14.61621568,14.71338359,14.80742453,14.89842963,14.98648793,15.07168631,15.1541096,15.2338405,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971,15.31095971
"(50, 100]",crli,asset,released_activated_charged_off_first_late,0.0,3.7240643,35.11553415,65.50700574,96.28223436,128.5118072,163.35599584,197.35078952,206.5109894,216.03643357,221.08739644,222.85291709,221.15938105,215.94634493,208.30502928,199.22357004,195.21877306,193.01838998,190.99369624,188.4128714,184.27713057,181.11449968,175.91079426,169.72338602,163.23723904,157.02565969,151.07742037,145.38158687,139.92753984,134.9525778,130.42106084,126.29947898,122.55635656,119.16215762,116.08919243,113.06393833,110.08781738,107.16204767,104.2876579,101.46550119,98.69626806,95.98049853,93.3185936,90.710826,88.15735023,85.65821205,83.21335735,80.82264046,78.48583194,76.20262593,73.9726469,71.79545615,69.67055771,67.59740396,65.57540086,63.60391281,61.68226722,59.80975869,57.98565304,56.2091909,54.47959118,52.79605421,51.15776472,49.56389452,48.01360505,46.50604974,45.04037613,43.61572788,42.2312466,40.88607355,39.57935117,32.69788314,25.78169902,19.08627983,12.60528924,6.33253345,0.26196037,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"(50, 100]",crli,asset,released_activated_charged_off_recognized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7240643,35.11553415,65.50700574,96.28223436,128.5118072,163.35599584,201.07485381,241.62652354,281.54343931,317.3696308,351.3647243,384.51537689,417.02119875,449.93155283,480.76700935,512.58840387,544.38311427,575.50907313,605.43407014,634.2086834,661.88150903,688.49919813,714.10650029,738.74631218,762.45972983,785.28610377,807.26309591,828.42673797,849.05907809,869.16737302,888.75920881,907.84246033,926.42525353,944.51593039,962.12301642,979.25519041,995.92125648,1012.13011823,1027.89075472,1043.21219845,1058.10351494,1072.57378401,1086.63208248,1100.28746846,1113.54896677,1126.4255558,1138.9261554,1151.05961595,1162.83470841,1174.26011536,1185.34442293,1196.09611351,1206.52355936,1216.63501681,1226.43862122,1235.94238258,1245.15418162,1254.08176655,1262.73275026,1271.11460799,1279.23467544,1287.1001473,1294.71807614,1302.0953716,1309.2388,1316.15498412,1322.85040332,1329.3313939,1335.60414969,1341.67472277,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314,1341.93668314
"(50, 100]",crli,asset,released_activated_open,0.0,503.08782311,519.1753005,548.01288986,648.89139028,723.43787555,754.88770012,766.27455781,775.37254583,780.24002639,783.53647425,782.99859849,781.97773938,753.7445393,726.37255473,702.74012727,678.83416106,655.73283395,633.4096681,611.83840216,590.99310316,570.84825759,551.37884523,532.56039774,514.36904436,496.78154671,479.77532406,463.32847078,447.4197667,431.75741649,416.34632867,401.19056318,386.29339405,371.65736836,357.28436156,343.17562946,329.33185708,315.75320437,302.4393492,289.38952763,276.60257162,264.0769444,251.81077351,239.80188179,228.0478163,216.54587539,205.29313392,194.28646687,183.52257131,172.99798689,162.70911494,152.65223621,142.82352737,133.21907636,123.83489661,114.66694022,105.71111018,96.96327164,88.41926237,80.07490234,71.92600262,63.96837349,56.19783192,48.61020843,41.20135333,33.96714247,26.90348237,20.00631499,13.27162195,6.6954284,0.27380646,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"(50, 100]",crli,asset,released_not_activated,549.96383733,51.96806836,33.22191301,29.49104633,27.64283236,25.82310101,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349,21.99855349
"(50, 100]",crli,liabi,released,-549.96383733,-558.77995576,-587.51274766,-643.01094192,-772.816457,-877.77278376,-940.66674227,-990.20343416,-1040.29224309,-1085.52024852,-1125.08896572,-1158.99413236,-1191.57191316,-1196.27735025,-1202.23464639,-1209.84317302,-1218.15259619,-1227.22834795,-1236.40230826,-1245.1164158,-1253.39571154,-1261.26365956,-1268.74225824,-1275.85214266,-1282.61267928,-1289.04205336,-1295.15734978,-1300.97462778,-1306.50899012,-1311.75096949,-1316.7128623,-1321.40644781,-1325.84300989,-1330.03335786,-1333.98784647,-1337.71639496,-1341.22850541,-1344.53328031,-1347.63943932,-1350.55533538,-1353.28897015,-1355.84800878,-1358.23979404,-1360.47135991,-1362.54944455,-1364.48050272,-1366.27071774,-1367.92601288,-1369.4520623,-1370.85430155,-1372.13793754,-1373.30795823,-1374.36914182,-1375.32606551,-1376.18311406,-1376.94448779,-1377.61421037,-1378.19613627,-1378.69395785,-1379.11121218,-1379.45128758,-1379.71742988,-1379.91274839,-1380.04022165,-1380.10270296,-1380.1029256,-1380.04350791,-1379.92695811,-1379.75567894,-1379.53197209,-1379.25804243,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634,-1379.24619634
