,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
"(650, 700]",late,asset,late_151-180,0.0,0.0,0.0,0.0,0.0,0.0,0.71273045,5.99546875,6.11803427,6.53574424,7.21279321,7.96739775,9.01894748,10.31447334,10.51470344,9.94503008,9.90036425,10.09950723,10.4510774,11.01437775,10.75877279,11.51874154,11.95595809,12.15133071,12.1191835,12.08446539,12.04731715,12.00787263,11.96626,11.922601,11.87701225,11.82960478,11.78048441,11.72975216,11.81933659,11.90688945,11.99243638,12.07600276,12.1576137,12.23729403,12.31506833,12.39096091,12.46499583,12.53719689,12.60758763,12.67619134,12.74303108,12.80812962,12.87150953,12.93319312,12.99320246,13.05155938,13.10828548,13.16340214,13.21693048,13.26889142,13.31930563,13.36819359,13.41557552,13.46147145,13.50590118,13.54888429,13.59044017,13.63058797,13.66934666,13.70673497,13.74277146,13.77747447,13.81086214,13.84295242,13.87376305,13.90331158,13.93161538,13.95869162,13.98455727,14.00922913,14.03272381,14.05505773,14.07624715,14.09630812,14.11525653,14.1331081,14.14987835,14.16558266,14.18023622,14.19385405,14.20645101,14.21804179,14.22864092,14.23826277,14.24692153,14.25463126,14.26140584,14.267259,14.27220432,14.27625522,14.27942498,14.28172672,14.28317342,14.2837779,14.28355284,14.28047475,14.26918198,14.25215309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(650, 700]",late,liabi,recognized_losses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69918857,6.58074341,12.58253503,18.99410012,26.06985026,33.88586745,42.73345493,52.85195328,63.16687735,72.92295185,82.63520918,92.54282577,102.7953327,113.60043727,124.15479338,135.45467883,147.18347372,159.10392915,170.99284816,182.84770871,194.66612683,206.44584988,218.18475094,229.88082252,241.53217154,253.13701383,264.69366904,276.2005559,287.7953251,299.47598365,311.24056374,323.08712245,335.01374149,347.01852693,359.09960896,371.25514162,383.48330253,395.78229268,408.15033615,420.58567986,433.08659334,445.6513685,458.27831935,470.9657818,483.71211341,496.51569316,509.37492122,522.28821872,535.25402752,548.27081,561.33704882,574.45124673,587.61192632,600.81762981,614.06691887,627.35837436,640.69059617,654.06220297,667.47183204,680.91813905,694.39979785,707.91550031,721.46395607,735.0438924,748.65405395,762.29320262,775.96011731,789.65359378,803.37244446,817.11549824,830.88160029,844.66961193,858.47841039,872.30688865,886.15395531,900.01853435,913.89956502,927.79600161,941.70681334,955.63098416,969.5675126,983.5154116,997.47370835,1011.44144412,1025.41767415,1039.40146741,1053.39190654,1067.38808761,1081.38912005,1095.39412642,1109.40224233,1123.41261625,1137.42440937,1151.43679549,1165.44896083,1179.45810655,1193.45617407,1207.43753625,1207.43753625,1207.43753625,1207.43753625,1207.43753625,1207.43753625,1207.43753625,1207.43753625
"(650, 700]",main,asset,balance,0.0,0.47193237,9.03469851,18.24364593,27.68549008,33.08137943,38.97836301,45.35367853,66.77254778,87.90586402,107.91255751,126.74319245,145.4690432,149.24975224,153.49552092,157.49004553,161.72108,165.70918968,170.10959421,173.8430187,177.14061769,180.18632139,182.72415906,181.31148892,179.91936496,178.54744664,177.19539854,175.86289052,174.54959755,173.34911353,172.26075201,171.29914427,170.34176481,169.38860479,168.43965526,167.4949071,166.55435119,165.61797821,164.68577879,163.75774344,162.83386262,161.91412662,160.9985257,160.08704999,159.1796896,158.27643445,157.37727444,156.4821994,155.59119907,154.70426309,153.82138096,152.94254228,152.0677364,151.19695272,150.33018046,149.4674089,148.60862716,147.7538243,146.90298933,146.05611125,145.21317892,144.37418117,143.53910679,142.7079445,141.88068296,141.05731078,140.23781651,139.4221887,138.61041582,137.80248628,136.99838835,136.19811053,135.40164097,134.60896791,133.82007967,133.03496428,132.25360996,131.47600477,130.70213669,129.9319938,129.16556409,128.40283553,127.64379599,126.8884334,126.1367356,125.38869044,124.64428573,123.90350924,123.16634876,122.43279204,121.70282669,120.97644052,120.25362115,119.53435627,118.81863356,118.10644056,117.39641669,116.68345438,115.96336546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(650, 700]",main,asset,cash,-19.4,-31.29522247,-34.36541,-36.77216736,-45.61582877,-52.0610067,-58.08872074,-62.41735578,-68.35723905,-72.71394011,-75.65317888,-75.96700257,-73.09098085,-65.82831572,-58.17917511,-50.33163273,-42.54128938,-33.85811157,-25.55553946,-17.09484777,-8.30748678,0.98380285,10.74695605,21.02165491,31.276794,41.51164605,51.96135655,62.35291994,72.68013163,82.9398114,93.13884184,103.12658341,112.93589983,122.57071155,132.03526583,141.33404435,140.90245595,149.87515009,158.68781718,167.34256557,175.84147499,184.18660087,192.37997407,200.42360276,208.31947257,216.06954685,223.67576689,231.14005212,238.46430036,245.65038799,252.70017021,259.6154812,266.39813437,273.04992254,279.57261817,285.96797352,292.23772091,298.38357287,304.40722235,310.31034292,316.09458897,321.76159586,327.31298019,332.7503399,338.07525451,343.28928528,348.39397542,353.39085021,358.28141727,363.06716665,367.74957106,372.33008602,369.66722434,374.04825909,378.33166955,382.51884422,386.61115524,390.60995859,394.51659422,398.33238623,402.05864302,405.69665748,409.2477071,412.71305414,416.0939458,419.39161435,422.6072773,425.74213753,428.79738344,431.77418912,434.67371447,437.49710534,440.2454937,442.91999773,445.52172202,448.05175768,450.51122384,452.90120404,828.37176355,708.95026644,615.78472406,567.84737659,534.078352,510.47216425,493.86374721,481.4870737,472.89581311,467.85901106,466.07771072,465.14783356,465.16303346,465.16303346
"(650, 700]",main,asset,curr_receivables,0.0,178.65165263,236.3581467,256.87656639,299.8240305,336.17636149,376.32109743,392.60388634,434.02080877,477.45452917,521.01210864,563.39651113,605.2553221,618.02614694,626.71365774,633.64999875,639.97147437,645.75603099,651.20289793,656.40638632,661.39015718,666.19881938,670.82231388,674.95545246,679.1229799,683.38504245,683.40703346,682.81190208,681.985375,681.07603106,680.0929807,679.06245409,677.9924442,676.88854475,675.75180148,674.58420516,673.40906889,672.22535811,671.04219002,669.8592089,668.67630804,667.49337636,666.3104014,665.12737058,663.94427129,662.76109083,661.5778164,660.39443517,659.21093419,658.02730047,656.84352091,655.65958236,654.47547158,653.29117527,652.10668001,650.92197236,649.73703877,648.55186561,647.36643918,646.18074571,644.99477133,643.8085021,642.62192403,641.43502299,640.24778483,639.06019529,637.87224003,636.68390464,635.49517463,634.30603542,633.11647233,631.92647065,630.73601555,629.54509211,628.35368536,627.16178022,625.96936155,624.7764141,623.58292255,622.38887149,621.19424544,619.99902884,618.80320599,617.60676117,616.40967855,615.21194219,614.0135361,612.81444418,611.61465024,610.41413803,609.21289117,608.01089322,606.80812763,605.6045778,604.40022699,603.1950584,601.98887635,600.78098823,599.57082326,150.39136146,81.28724774,51.31235621,35.19753534,24.5952011,17.20854759,12.60507732,8.76025987,5.15759085,1.85664658,0.95596896,-0.0,-0.0
"(650, 700]",main,asset,deposit,0.0,2e-08,4e-08,4e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38e-06,1.88e-06,1.03e-06,6.6e-07,4.4e-07,3.4e-07,3e-07,1.7e-07,8e-08,3e-08,1e-08,0.0,0.0,0.0
"(650, 700]",main,asset,future_receivables,0.0,61.76725569,104.87230699,132.05722198,161.61574992,189.00221629,216.4095557,235.66339649,259.47382754,284.57308127,309.72736932,335.25597404,360.72237485,376.99525498,388.47086352,396.93261822,403.48668933,408.57783387,412.68524866,416.05115783,418.92524669,421.53748622,424.09450611,426.65227105,429.26922665,431.94434504,433.18028381,433.6588901,433.67508434,433.38656001,432.8815309,432.22387828,431.45321308,430.60352371,429.70772442,428.79671125,427.87805129,426.96032973,426.04300262,425.12586956,424.20882452,423.2918601,422.37496887,421.45814337,420.54137609,419.62465949,418.70798597,417.79134793,416.87473769,415.95814757,415.04156981,414.12499663,413.20842023,412.29183272,411.37522622,410.45859278,409.54192441,408.62521309,407.70845075,406.79162927,405.87474051,404.95777628,404.04072832,403.12358836,402.20634808,401.28899909,400.371533,399.45394134,398.53621561,397.61834725,396.70032768,395.78214826,394.86380029,393.94527505,393.02656377,392.1076576,391.18854769,390.2692251,389.34968088,388.429906,387.5098914,386.58962796,385.66910653,384.74831789,383.82725277,382.90590187,381.98425581,381.0623052,380.14004055,379.21745235,378.29453104,377.37126699,376.44765053,375.52367194,374.59932142,373.67458916,372.74946525,371.82393976,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"(650, 700]",main,asset,future_receivables_next,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(650, 700]",main,asset,pre_loss,0.0,0.0,0.0,0.81247006,7.57057348,13.89128426,20.58086097,27.19148467,29.2984346,32.38295104,36.39050226,39.78109305,41.70797472,42.56792653,42.36951219,42.36084155,43.52398804,44.37117548,45.89812144,47.48468203,48.67645285,50.04633155,50.60952174,50.69398805,50.54319174,50.38250931,50.21248882,50.03365318,49.84650143,49.65150921,49.44913057,49.40147859,49.49307515,49.72141834,50.0836821,50.4375991,50.78327503,51.12081448,51.45032093,51.77189675,52.08564322,52.39166055,52.69004786,52.98090322,53.26432368,53.5404052,53.80924276,54.0709303,54.32556075,54.57322604,54.81401712,55.04802398,55.27533559,55.49604001,55.71022433,55.91797471,56.11937634,56.31451355,56.50346971,56.68632729,56.8631679,57.03407221,57.19912007,57.35839041,57.51196134,57.65991008,57.80231305,57.93924579,58.07078304,58.19699873,58.31796595,58.43375702,58.54444343,58.65009591,58.75078441,58.84657809,58.93754537,59.0237539,59.10527059,59.1821616,59.25449235,59.32232756,59.38573122,59.44476658,59.49949624,59.54998205,59.5962852,59.6384662,59.67658485,59.71070031,59.74087107,59.76715497,59.78960918,59.80829024,59.82325405,59.83455588,59.84225039,59.84639159,59.84471194,59.82903537,59.79460406,43.51584904,28.76781177,14.25215309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(650, 700]",main,liabi,curr_payables,0.0,-167.02930983,-221.32555615,-240.19351715,-279.62719519,-313.4832937,-350.78744242,-365.71479716,-402.11288322,-440.57695086,-479.34477074,-517.13684799,-554.45976684,-566.42229169,-574.29671178,-580.47826698,-586.00721833,-591.04168891,-595.68690542,-600.17649508,-604.50355735,-608.68796794,-612.75320642,-616.8481488,-620.97098187,-625.18091395,-625.42387551,-625.05473661,-624.45316994,-623.75321426,-622.96611003,-622.11576148,-621.22602344,-620.30240223,-619.34592852,-618.35856301,-617.36324971,-616.35897211,-615.35470408,-614.35009717,-613.34504804,-612.33944905,-611.33328959,-610.32655901,-609.31924658,-608.31134153,-607.30283302,-606.29371015,-605.28396195,-604.27357739,-603.2625454,-602.25085481,-601.23849442,-600.22545294,-599.21171903,-598.19728129,-597.18212824,-596.16624835,-595.14963001,-594.13226155,-593.11413123,-592.09522725,-591.07553774,-590.05505075,-589.03375429,-588.01163626,-586.98868453,-585.96488687,-584.940231,-583.91470456,-582.88829512,-581.86099017,-580.83277715,-579.80364341,-578.77357622,-577.74256279,-576.71059026,-575.67764567,-574.64371602,-573.60878821,-572.57284907,-571.53588535,-570.49788373,-569.4588308,-568.4187131,-567.37751705,-566.33522902,-565.2918353,-564.24732209,-563.2016755,-562.15488159,-561.1069263,-560.05779551,-559.00747502,-557.95595053,-556.90320768,-555.849232,-554.79400894,-553.73752388,-148.00013881,-79.9947805,-50.49648974,-34.63789453,-24.2041374,-16.93493168,-12.40465659,-8.62097174,-5.07558515,-1.8271259,-0.94076906,0.0,0.0
"(650, 700]",main,liabi,debt,0.0,-1.4e-07,-9.0346987,-18.24364614,-27.68549036,-33.0813798,-38.97836347,-45.35367907,-66.77254838,-87.90586471,-107.91255828,-126.7431933,-145.46904411,-149.24975317,-153.49552185,-157.49004647,-161.72108095,-165.70919065,-170.1095952,-173.84301972,-177.14061872,-180.18632244,-182.72416012,-181.31148998,-179.91936601,-178.54744769,-177.19539958,-175.86289156,-174.54959858,-173.34911456,-172.26075303,-171.29914529,-170.34176582,-169.3886058,-168.43965627,-167.49490811,-166.5543522,-165.61797922,-164.68577979,-163.75774445,-162.83386362,-161.91412762,-160.9985267,-160.08705099,-159.1796906,-158.27643545,-157.37727543,-156.48220039,-155.59120007,-154.70426409,-153.82138196,-152.94254328,-152.06773739,-151.19695371,-150.33018145,-149.46740989,-148.60862814,-147.75382528,-146.90299031,-146.05611223,-145.2131799,-144.37418214,-143.53910776,-142.70794547,-141.88068393,-141.05731175,-140.23781747,-139.42218966,-138.61041678,-137.80248723,-136.99838931,-136.19811149,-135.40164192,-134.60896886,-133.82008061,-133.03496523,-132.2536109,-131.4760057,-130.70213763,-129.93199473,-129.16556501,-128.40283646,-127.64379691,-126.88843432,-126.13673652,-125.38869136,-124.64428664,-123.90351015,-123.16634967,-122.43279294,-121.70282759,-120.97644142,-120.25362204,-119.53435716,-118.81863445,-118.10644144,-117.39641756,-116.68345526,-115.96336601,-1.1e-07,-6e-08,-4e-08,-3e-08,-2e-08,-1e-08,-1e-08,-1e-08,-0.0,-0.0,-0.0,0.0,0.0
"(650, 700]",main,liabi,future_payables,0.0,-61.76725569,-104.87230699,-132.05722198,-161.61574992,-189.00221629,-216.5178146,-235.88954604,-259.82977891,-285.07139035,-310.38061956,-336.07693613,-361.72378835,-378.1852604,-389.85520154,-398.51552183,-405.27143721,-410.56697286,-414.8808335,-418.45487231,-421.53852858,-424.36164229,-427.13081551,-429.9020133,-432.73371088,-435.62490949,-437.07754675,-437.77309095,-438.00623121,-437.93450855,-437.64602849,-437.20459592,-436.64976524,-436.01548533,-435.33464739,-434.63813983,-433.93352591,-433.22939131,-432.52519227,-431.82072848,-431.11589395,-430.41068134,-429.70508324,-428.99909223,-428.29270083,-427.58590151,-426.87868672,-426.17104885,-425.46298026,-424.75447325,-424.04552008,-423.33611299,-422.62624415,-421.91590569,-421.20508969,-420.49378821,-419.78199324,-419.06969673,-418.35689059,-417.64356669,-416.92971682,-416.21533276,-415.50040623,-414.78492889,-414.06889238,-413.35228827,-412.63510809,-411.91734331,-411.19898537,-410.48002564,-409.76045546,-409.04026611,-408.31944881,-407.59799474,-406.87589504,-406.15314078,-405.42972299,-404.70563263,-403.98086063,-403.25539786,-402.52923513,-401.80236321,-401.0747728,-400.34645455,-399.61739906,-398.88759688,-398.1570385,-397.42571435,-396.6936148,-395.96073019,-395.22705076,-394.49256674,-393.75726826,-393.02114543,-392.28418827,-391.54638676,-390.80773083,-390.06821031,-389.32781502,-238.93645356,-157.64920583,-106.33684962,-71.13931428,-46.54411319,-29.3355656,-16.73048828,-7.9702284,-2.81263756,-0.95599098,-2.202e-05,-2.202e-05,-2.202e-05
"(650, 700]",main,pandl,collections_costs,0.0,0.0,0.11614859,1.05030051,1.96978364,2.89394261,3.85687788,4.82895699,5.74188463,6.69198164,7.62790883,8.51312867,9.39437275,10.22212971,11.00955088,11.78308349,12.4906376,13.20289745,13.90050044,14.58381583,15.25320175,15.90900554,16.55156414,17.18120445,17.7982437,18.40298974,18.9957414,19.57678878,20.14641356,20.70488926,21.25913246,21.80917523,22.3550494,22.89678657,23.4344181,23.96797509,24.49748843,25.02298876,25.54450649,26.06207182,26.57571469,27.08546482,27.59135173,28.09340468,28.59165274,29.08612475,29.57684931,30.06385483,30.54716949,31.02682128,31.50283794,31.97524702,32.44407587,32.90935163,33.3711012,33.82935134,34.28412854,34.73545913,35.18336924,35.62788479,36.0690315,36.5068349,36.94132033,37.37251295,37.80043769,38.22511933,38.64658245,39.06485144,39.47995051,39.89190367,40.30073478,40.70646749,41.10912529,41.50873148,41.90530918,42.29888135,42.68947076,43.07710002,43.46179157,43.84356767,44.22245042,44.59846173,44.97162338,45.34195696,45.7094839,46.07422548,46.4362028,46.79543681,47.15194831,47.50575792,47.85688613,48.20535325,48.55117945,48.89438475,49.234989,49.57301193,49.9084731,50.24139191,50.57178765,50.89967942,50.89967942,50.89967942,50.89967942,50.89967942,50.89967942,50.89967942,50.89967942,50.89967942,50.89967942,50.89967942,50.89967942,50.89967942
"(650, 700]",main,pandl,cost_fee_swipe,0.0,0.14790733,0.33826068,0.54199184,0.77886662,1.04358483,1.33934901,1.64634442,1.98427783,2.35439245,2.75676149,3.19061985,3.65551382,4.12902158,4.60838193,5.092446,5.58083173,6.07319241,6.56927392,7.06898199,7.57221771,8.07889587,8.58894738,9.1024051,9.61930073,10.13970656,10.66010525,11.18008681,11.69950078,12.21828823,12.73638949,13.25376125,13.77037648,14.28621195,14.80124512,15.31545478,15.82883543,16.34138085,16.85309097,17.36396549,17.87400402,18.38320611,18.89157127,19.39909905,19.90578895,20.41164048,20.91665314,21.42082641,21.92415978,22.42665271,22.92830466,23.42911509,23.92908343,24.42820912,24.92649159,25.42393024,25.92052448,26.4162737,26.91117729,27.40523462,27.89844506,28.39080797,28.88232268,29.37298854,29.86280486,30.35177098,30.83988618,31.32714977,31.81356103,32.29911924,32.78382365,33.26767353,33.75066812,34.23280664,34.71408833,35.19451239,35.67407803,36.15278443,36.63063078,37.10761624,37.58373997,38.05900112,38.53339882,39.00693219,39.47960036,39.95140242,40.42233746,40.89240456,41.36160279,41.8299312,42.29738884,42.76397474,43.22968792,43.6945274,44.15849216,44.6215812,45.08379348,45.54512797,46.00558362,46.10680857,46.16152114,46.19605831,46.21974895,46.23630342,46.24788609,46.25637028,46.26226661,46.26573806,46.26698773,46.26763117,46.26763117,46.26763117
"(650, 700]",main,pandl,cost_fee_volume,0.0,0.31530321,0.71229048,1.13259449,1.6207793,2.16498211,2.77226309,3.40038232,4.09243416,4.85015305,5.67338929,6.56066639,7.51095743,8.47651945,9.45280779,10.43792036,11.4313486,12.43249582,13.44096171,14.45661334,15.47931018,16.50893477,17.54539679,18.58877649,19.63915239,20.69667106,21.75382731,22.80995335,23.86481491,24.91833043,25.97040005,27.02095122,28.06993865,29.11732335,30.16306751,31.20713553,32.24951805,33.29020456,34.32919476,35.36648799,36.40208343,37.43598015,38.46817721,39.49867363,40.52746843,41.55456061,42.57994913,43.60363296,44.62561104,45.64588229,46.66444561,47.68129988,48.69644397,49.70987672,50.72159697,51.73160351,52.73989514,53.74647062,54.7513287,55.75446811,56.75588755,57.75558573,58.7535613,59.74981292,60.74433921,61.73713878,62.72821021,63.71755209,64.70516294,65.6910413,66.67518566,67.65759452,68.63826633,69.61719954,70.59439255,71.56984378,72.54355159,73.51551434,74.48573036,75.45419795,76.42091541,77.385881,78.34909296,79.31054951,80.27024885,81.22818915,82.18436856,83.13878521,84.0914372,85.04232261,85.9914395,86.93878591,87.88435983,88.82815927,89.77018217,90.71042648,91.6488901,92.58557093,93.52046683,93.68965711,93.78110526,93.83883166,93.87842889,93.90609849,93.92545811,93.93963882,93.94949411,93.9552964,93.95738513,93.9584606,93.9584606,93.9584606
"(650, 700]",main,pandl,fx_spread_rev_taxes,0.0,0.01636035,0.03530104,0.05447161,0.07664183,0.1010899,0.12822607,0.15585869,0.18642808,0.21985172,0.25606422,0.29501809,0.33664878,0.37848941,0.4205569,0.46285561,0.5054168,0.54823632,0.59132006,0.63467394,0.6783039,0.72221595,0.76641612,0.81091052,0.85570527,0.90080656,0.94582363,0.99076069,1.03562187,1.08041123,1.12512875,1.16977439,1.21434813,1.25884992,1.30327973,1.34763752,1.39192327,1.43613692,1.48027845,1.52434782,1.56834499,1.61226991,1.65612255,1.69990286,1.7436108,1.78724633,1.83080941,1.87429999,1.91771803,1.96106347,2.00433628,2.04753639,2.09066378,2.13371838,2.17670014,2.21960903,2.26244497,2.30520792,2.34789783,2.39051464,2.4330583,2.47552875,2.51792593,2.56024978,2.60250026,2.64467729,2.68678081,2.72881078,2.77076711,2.81264976,2.85445865,2.89619372,2.93785491,2.97944214,3.02095536,3.06239449,3.10375946,3.1450502,3.18626665,3.22740872,3.26847635,3.30946946,3.35038797,3.39123182,3.43200091,3.47269519,3.51331455,3.55385894,3.59432825,3.63472242,3.67504136,3.71528498,3.7554532,3.79554594,3.8355631,3.8755046,3.91537035,3.95516026,3.99487423,3.99487423,3.99487423,3.99487423,3.99487423,3.99487423,3.99487423,3.99487423,3.99487423,3.99487423,3.99487423,3.99487423,3.99487423,3.99487423
"(650, 700]",main,pandl,fx_spread_revenues,0.0,-0.35183544,-0.75916218,-1.17143245,-1.6482114,-2.17397634,-2.75754986,-3.35179975,-4.00920603,-4.7279939,-5.50675736,-6.344475,-7.23975879,-8.13955713,-9.04423434,-9.95388416,-10.86917848,-11.79002847,-12.71656052,-13.64890185,-14.58718058,-15.53152571,-16.48206718,-17.43893594,-18.40226393,-19.37218416,-20.34029322,-21.30668154,-22.27143801,-23.23465014,-24.19631723,-25.15643858,-26.11501348,-27.07204119,-28.02752098,-28.98145206,-29.93383366,-30.884665,-31.83394525,-32.78167359,-33.72784917,-34.67247113,-35.61553861,-36.55705069,-37.49700648,-38.43540505,-39.37224545,-40.30752672,-41.24124789,-42.17340796,-43.10400592,-44.03304073,-44.96051137,-45.88641675,-46.81075581,-47.73352743,-48.6547305,-49.5743639,-50.49242646,-51.40891701,-52.32383437,-53.23717733,-54.14894466,-55.05913512,-55.96774745,-56.87478035,-57.78023254,-58.6841027,-59.58638948,-60.48709153,-61.38620747,-62.2837359,-63.17967542,-64.07402457,-64.96678192,-65.85794598,-66.74751525,-67.63548823,-68.52186338,-69.40663915,-70.28981395,-71.17138619,-72.05135425,-72.9297165,-73.80647128,-74.68161691,-75.55515168,-76.42707388,-77.29738175,-78.16607355,-79.03314747,-79.89860171,-80.76243445,-81.62464382,-82.48522795,-83.34418495,-84.2015129,-85.05720985,-85.91127384,-85.91127384,-85.91127384,-85.91127384,-85.91127384,-85.91127384,-85.91127384,-85.91127384,-85.91127384,-85.91127384,-85.91127384,-85.91127384,-85.91127384,-85.91127384
"(650, 700]",main,pandl,i_fee_rev_taxes,0.0,0.28728639,0.67069126,1.08816226,1.57431866,2.11974215,2.73029097,3.36747745,4.06789438,4.8353793,5.67054951,6.57167882,7.53797883,8.52581318,9.52773426,10.54066065,11.56337502,12.59498268,13.63477025,14.68244894,15.73771741,16.80031038,17.8700052,18.94684981,20.03088877,21.12227423,22.2141853,23.3055052,24.39580732,25.48490878,26.57265121,27.65891967,28.74364261,29.82675847,30.90820757,31.9879338,33.06592275,34.14215816,35.21664008,36.28936794,37.36034097,38.42955822,39.4970187,40.56272142,41.62666536,42.68884949,43.74927276,44.80793409,45.86483239,46.91996656,47.97333545,49.02493793,50.07477282,51.12283894,52.16913507,53.21366,54.25641246,55.29739119,56.33659491,57.37402229,58.40967202,59.44354275,60.4756331,61.50594167,62.53446707,63.56120785,64.58616256,65.60932972,66.63070783,67.65029538,68.66809082,69.68409259,70.69829911,71.71070877,72.72131994,73.73013097,74.73714018,75.74234588,76.74574634,77.74733984,78.74712459,79.74509882,80.7412607,81.73560842,82.7281401,83.71885386,84.70774781,85.69482,86.68006849,87.6634913,88.64508643,89.62485184,90.60278548,91.57888529,92.55314915,93.52557495,94.49616052,95.4649037,96.43180227,96.70081482,96.84621738,96.93800236,97.00096195,97.04495662,97.07573841,97.09828574,97.11395566,97.1231813,97.12650237,97.12821236,97.12821236,97.12821236
"(650, 700]",main,pandl,i_fee_revenues,0.0,-2.55365677,-5.96170009,-9.67255346,-13.99394367,-18.84215244,-24.26925308,-29.93313288,-36.15906116,-42.98114931,-50.40488452,-58.41492284,-67.00425623,-75.78500608,-84.69097116,-93.69476137,-102.78555575,-111.95540162,-121.19795775,-130.51065727,-139.89082142,-149.33609222,-158.84449067,-168.41644272,-178.0523446,-187.75354875,-197.45942492,-207.16004621,-216.85162065,-226.53252253,-236.20134407,-245.85706374,-255.49904541,-265.12674195,-274.73962286,-284.33718935,-293.91931332,-303.48585027,-313.03680069,-322.57215945,-332.09191973,-341.59607303,-351.08461064,-360.5575237,-370.01480319,-379.45643991,-388.88242451,-398.29274745,-407.68739903,-417.06636938,-426.42964846,-435.77722605,-445.10909176,-454.42523503,-463.72564511,-473.01031108,-482.27922185,-491.53236613,-500.76973249,-509.99130927,-519.19708466,-528.38704666,-537.56118308,-546.71948154,-555.8619295,-564.9885142,-574.09922271,-583.19404191,-592.27295848,-601.33595892,-610.38302952,-619.4141564,-628.42932546,-637.42852243,-646.41173281,-655.37894194,-664.33013492,-673.26529668,-682.18441194,-691.08746521,-699.9744408,-708.84532281,-717.70009514,-726.53874147,-735.3612453,-744.16758989,-752.9577583,-761.73173337,-770.48949773,-779.2310338,-787.95632379,-796.66534966,-805.35809318,-814.0345359,-822.69465913,-831.33844397,-839.9658713,-848.57692175,-857.17157575,-859.5627984,-860.85526564,-861.6711321,-862.23077291,-862.62183661,-862.89545252,-863.09587325,-863.23516138,-863.31716707,-863.34668776,-863.36188766,-863.36188766,-863.36188766
