,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
"(650, 675]",accs,asset,released_activated_canceled,0,0,0,0,0,0,0.00048469,0.00096509,0.00144113,0.0019128,0.00238003,0.00284296,0.00330157,0.00375601,0.0042063,0.00465257,0.00509496,0.00553355,0.00596845,0.00639977,0.0068276,0.00725203,0.00767315,0.00809106,0.00850582,0.00986434,0.0112112,0.01254655,0.01387054,0.01518331,0.01648501,0.01777578,0.01905576,0.02032508,0.02158387,0.02283228,0.02407044,0.02529846,0.02651648,0.02772463,0.02892303,0.0301118,0.03129107,0.03246094,0.03362154,0.03477299,0.0359154,0.03704887,0.03817353,0.03928949,0.04039684,0.04149569,0.04258616,0.04366835,0.04474235,0.04580827,0.04686621,0.04791626,0.04895853,0.04999311,0.05102009,0.05203957,0.05305163,0.05405638,0.05505389,0.05604427,0.05702758,0.05800393,0.05897339,0.05993605,0.060892,0.0618413,0.06278406,0.06372033,0.06465021,0.06557377,0.06649108,0.06740223,0.06830728,0.06920632,0.07009941,0.07098662,0.07186803,0.07274371,0.07361372,0.07447813,0.07533702,0.07619044,0.07703847,0.07788116,0.07871859,0.07955082,0.0803779,0.0811999,0.08201689,0.08282892,0.08363605,0.08443834,0.54571232,0.54571232,0.54571232,0.54571232,0.54571232,0.54571232,0.54571232,0.54571232,0.54571232,0.54571232,0.54571232,0.54571232,0.54571232,0.54571232,0.54571232
"(650, 675]",accs,asset,released_activated_charged_off_first_late,0,0.00092428,0.00828089,0.01544195,0.02290148,0.03061388,0.03871453,0.04603123,0.04693439,0.04819106,0.04886754,0.04932323,0.04909954,0.04871709,0.04802173,0.04695116,0.04595248,0.04471905,0.04358095,0.04227203,0.04107429,0.03991693,0.03879833,0.03771692,0.03675721,0.03591362,0.03517429,0.0345343,0.03398894,0.03353373,0.03307838,0.03262297,0.03217408,0.03173163,0.03129548,0.03086556,0.03044175,0.03002395,0.02961206,0.029206,0.02880566,0.02841096,0.0280218,0.02763808,0.02725974,0.02688666,0.02651878,0.02615601,0.02579826,0.02544546,0.02509753,0.02475438,0.02441594,0.02408214,0.0237529,0.02342815,0.02310781,0.02279182,0.02248011,0.02217261,0.02186925,0.02156996,0.02127469,0.02098336,0.02069592,0.02041231,0.02013246,0.01985631,0.01958381,0.01931489,0.01904951,0.0187876,0.01852912,0.018274,0.0180222,0.01777366,0.01752833,0.01728616,0.0170471,0.01681111,0.01657813,0.01634812,0.01612103,0.01589682,0.01567544,0.01545684,0.01524099,0.01502784,0.01481735,0.01460948,0.01440418,0.01420142,0.01400116,0.01380335,0.01360797,0.01341497,0.01322431,0.01303597,0.0128499,0.01063057,0.00844282,0.00628626,0.00416051,0.00206522,0,0,0,0,0,0,0,0,0
"(650, 675]",accs,asset,released_activated_charged_off_recognized,0,0,0,0,0,0,0,0.00092428,0.00828089,0.01544195,0.02290148,0.03061388,0.03871453,0.04695551,0.05521528,0.06363301,0.07176902,0.07993712,0.08781407,0.0956726,0.10323701,0.11058416,0.1177215,0.12465617,0.13139502,0.13794463,0.1443113,0.1505011,0.15651983,0.16237309,0.16815223,0.17385825,0.17948559,0.18503539,0.19050877,0.19590682,0.20123061,0.20648122,0.21165968,0.21676702,0.22180425,0.22677237,0.23167236,0.23650516,0.24127174,0.24597302,0.25060992,0.25518333,0.25969415,0.26414325,0.26853148,0.27285968,0.2771287,0.28133934,0.28549242,0.28958871,0.293629,0.29761406,0.30154464,0.30542148,0.30924532,0.31301686,0.31673682,0.32040589,0.32402475,0.32759409,0.33111456,0.33458682,0.33801151,0.34138925,0.34472068,0.3480064,0.35124702,0.35444313,0.35759531,0.36070414,0.36377019,0.366794,0.36977614,0.37271713,0.37561751,0.3784778,0.38129851,0.38408016,0.38682324,0.38952824,0.39219564,0.39482592,0.39741955,0.39997698,0.40249868,0.40498508,0.40743663,0.40985376,0.4122369,0.41458646,0.41690286,0.4191865,0.42143779,0.42365711,0.42584487,0.42800143,0.43012717,0.43222247,0.43428768,0.43428768,0.43428768,0.43428768,0.43428768,0.43428768,0.43428768,0.43428768,0.43428768
"(650, 675]",accs,asset,released_activated_open,0,0.91907572,0.95171911,0.95455805,0.95009852,0.94538612,0.94080077,0.9320794,0.92334358,0.91445419,0.90585094,0.89721993,0.88888436,0.88057139,0.87255669,0.86476326,0.85718354,0.84981028,0.84263653,0.8356556,0.8288611,0.82224688,0.81580702,0.80953586,0.80334195,0.79627741,0.78930321,0.78241806,0.7756207,0.76890987,0.76228438,0.755743,0.74928457,0.7429079,0.73661187,0.73039534,0.72425721,0.71819638,0.71221177,0.70630234,0.70046705,0.69470486,0.68901478,0.68339581,0.67784698,0.67236732,0.6669559,0.66161178,0.65633405,0.6511218,0.64597416,0.64089024,0.63586919,0.63091017,0.62601234,0.62117487,0.61639698,0.61167785,0.60701671,0.6024128,0.59786535,0.59337361,0.58893686,0.58455437,0.58022543,0.57594933,0.5717254,0.56755294,0.5634313,0.5593598,0.55533782,0.55136469,0.54743981,0.54356254,0.53973228,0.53594843,0.5322104,0.52851761,0.52486948,0.52126544,0.51770495,0.51418746,0.51071242,0.50727931,0.50388761,0.50053679,0.49722635,0.4939558,0.49072464,0.48753238,0.48437855,0.48126268,0.47818431,0.47514298,0.47213824,0.46916966,0.46623678,0.46333919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(650, 675]",accs,asset,released_not_activated,1,0.08,0.04,0.03,0.027,0.024,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
"(650, 675]",accs,liabi,released,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"(650, 675]",crli,asset,released_activated_canceled,0,0,0,0,0,0,0.59127868,1.24938077,1.9729151,2.7605614,3.61086955,4.51352947,5.46739387,6.47166716,7.52529216,8.62755654,9.77770602,10.97501916,12.21880583,13.50840575,14.84318713,16.22254539,17.64590191,19.11270283,20.622418,25.74388526,30.99650022,36.22593623,41.43248672,46.61644218,51.77809017,56.91771538,62.03559965,67.13202203,72.20725883,77.26158364,82.2952674,87.30857842,92.3017824,97.27514254,102.2289195,107.1633715,112.0787542,116.9753211,121.8533232,126.7130093,131.5546256,136.3784164,141.1846237,145.9734873,150.7452447,155.5001316,160.2383814,164.9602256,169.6658934,174.3556125,179.0296082,183.6881042,188.3313222,192.9594819,197.5728014,202.171497,206.7557831,211.3258724,215.881976,220.4243032,224.9530618,229.4684577,233.9706956,238.4599783,242.9365072,247.4004822,251.8521016,256.2915625,260.7190603,265.1347891,269.5389416,273.9317092,278.3132818,282.6838482,287.0435957,291.3927106,295.7313778,300.0597809,304.3781024,308.6865238,312.9852252,317.2743857,321.5541832,325.8247946,330.0863958,334.3391616,338.5832657,342.8188809,347.0461791,351.2653311,355.4765069,359.6798754,2786.460233,2786.460233,2786.460233,2786.460233,2786.460233,2786.460233,2786.460233,2786.460233,2786.460233,2786.460233,2786.460233,2786.460233,2786.460233,2786.460233,2786.460233
"(650, 675]",crli,asset,released_activated_charged_off_first_late,0,0.51750578,5.0778936,10.59121601,17.45326772,25.70479318,35.58680182,46.35863471,54.35230549,62.8957695,70.84048391,78.51594868,85.01724204,91.09449212,96.24042743,100.3303936,104.0800173,107.0840038,109.9731663,112.1892709,114.3526793,116.3221593,118.108506,119.7219039,121.4849591,123.4134028,125.4960944,127.1137337,128.2948832,129.0666131,129.1415861,128.5374756,127.2970543,126.0695829,124.8548782,123.6527566,122.463046,121.2855676,120.1201483,118.9666171,117.8248026,116.6945448,115.5756767,114.4680366,113.371465,112.2858019,111.2108979,110.146597,109.0927482,108.0492025,107.015813,105.9924346,104.9789242,103.9751404,102.9809441,101.9961976,101.0207622,100.0545099,99.09730535,98.14901804,97.2095191,96.27867849,95.35637624,94.44248547,93.5368837,92.63945002,91.75006224,90.86860798,89.99496796,89.12902713,88.27067183,87.41978981,86.57627022,85.74000344,84.91088122,84.08879659,83.27364384,82.46531587,81.6637148,80.86873589,80.08027826,79.29824223,78.52252658,77.75303918,76.98968099,76.23235672,75.48097215,74.73543148,73.99564779,73.26152724,72.53297965,71.80991577,71.09224731,70.37988693,69.67274813,68.97074535,68.27379387,67.58180987,66.89470778,55.45898558,44.13898556,32.93388695,21.84288274,10.86517954,0,0,0,0,0,0,0,0,0
"(650, 675]",crli,asset,released_activated_charged_off_recognized,0,0,0,0,0,0,0,0.51750578,5.0778936,10.59121601,17.45326772,25.70479318,35.58680182,46.87614049,59.43019909,73.48698552,88.29375164,104.2207419,120.6040439,137.9706326,155.6706265,173.8173791,192.373769,211.3047457,230.5772101,250.1599035,270.0233058,290.1395384,310.482275,331.0266496,352.0621692,373.5733063,395.5194002,417.2532722,438.7771582,460.0932626,481.2037553,502.1107819,522.8164545,543.3228551,563.6320364,583.7460192,603.6668013,623.3963495,642.9366027,662.2894722,681.4568391,700.440564,719.242478,737.8643861,756.3080678,774.575274,792.667737,810.587161,828.3352262,845.9135887,863.3238807,880.5677086,897.6466611,914.5623014,931.3161703,947.9097862,964.344643,980.6222185,996.7439665,1012.711319,1028.525689,1044.188465,1059.701019,1075.064704,1090.28085,1105.350769,1120.275752,1135.057073,1149.695987,1164.193731,1178.551522,1192.770559,1206.852022,1220.797076,1234.606868,1248.282528,1261.825166,1275.235875,1288.515737,1301.665812,1314.687147,1327.58077,1340.347692,1352.988914,1365.505418,1377.898169,1390.168119,1402.316201,1414.34334,1426.250442,1438.038397,1449.708084,1461.260366,1472.696088,1484.016088,1495.221187,1506.312191,1517.289894,1528.155074,1528.155074,1528.155074,1528.155074,1528.155074,1528.155074,1528.155074,1528.155074,1528.155074
"(650, 675]",crli,asset,released_activated_open,0,514.5935664,589.9738555,734.9174335,873.9987996,1011.471762,1147.686005,1276.85868,1403.392997,1527.050103,1648.561156,1749.492128,1848.793552,1945.977657,2041.698318,2135.881672,2228.594358,2319.899929,2409.859015,2498.529471,2585.966514,2672.222867,2757.348869,2841.392605,2924.087031,3001.88888,3078.206235,3064.068787,3050.105305,3036.314019,3022.693187,3009.241091,2995.95604,2982.836368,2969.880436,2957.086631,2944.453361,2931.979058,2919.662181,2907.501212,2895.494657,2883.641042,2871.938918,2860.386856,2848.983451,2837.727324,2826.61711,2815.651467,2804.829077,2794.14864,2783.608877,2773.208534,2762.946368,2752.821161,2742.831713,2732.976844,2723.255396,2713.666223,2704.208201,2694.880223,2685.681202,2676.610071,2667.665773,2658.847274,2650.153555,2641.583616,2633.136475,2624.81116,2616.606722,2608.522224,2600.556748,2592.70939,2584.979264,2577.365497,2569.867231,2562.483624,2555.213849,2548.057097,2541.012569,2534.07948,2527.257063,2520.544564,2513.941244,2507.446375,2501.059244,2494.779153,2488.605415,2482.537362,2476.574332,2470.71568,2464.960773,2459.30899,2453.759726,2448.312388,2442.966393,2437.721169,2432.576162,2427.530825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(650, 675]",crli,asset,released_not_activated,529.9033392,42.39226714,21.19613357,15.89710018,14.30739016,12.71768014,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678,10.59806678
"(650, 675]",crli,liabi,released,-529.9033392,-557.5033393,-616.2478826,-761.4057497,-905.7594575,-1049.894235,-1194.462152,-1335.582268,-1475.394178,-1613.895717,-1751.063844,-1868.824467,-1985.463056,-2101.018024,-2215.492304,-2328.924675,-2441.3439,-2552.777761,-2663.253098,-2772.795847,-2881.431074,-2989.183018,-3096.075113,-3202.130024,-3307.369685,-3411.804138,-3515.320202,-3528.146063,-3540.913017,-3553.62179,-3566.2731,-3578.867655,-3591.406161,-3603.889312,-3616.317798,-3628.692301,-3641.013496,-3653.282053,-3665.498633,-3677.663893,-3689.778483,-3701.843045,-3713.858217,-3725.82463,-3737.742909,-3749.613675,-3761.437539,-3773.215112,-3784.946994,-3796.633782,-3808.276069,-3819.874441,-3831.429477,-3842.941755,-3854.411844,-3865.84031,-3877.227714,-3888.574613,-3899.881556,-3911.149091,-3922.37776,-3933.568099,-3944.720642,-3955.835917,-3966.914448,-3977.956755,-3988.963355,-3999.934758,-4010.871472,-4021.774001,-4032.642844,-4043.478498,-4054.281455,-4065.052202,-4075.791226,-4086.499007,-4097.176023,-4107.822748,-4118.439654,-4129.027207,-4139.585872,-4150.116111,-4160.618381,-4171.093137,-4181.540831,-4191.961912,-4202.356826,-4212.726016,-4223.069922,-4233.388983,-4243.683632,-4253.954303,-4264.201425,-4274.425424,-4284.626727,-4294.805754,-4304.962927,-4315.098662,-4325.213374,-4325.213374,-4325.213374,-4325.213374,-4325.213374,-4325.213374,-4325.213374,-4325.213374,-4325.213374,-4325.213374,-4325.213374,-4325.213374,-4325.213374,-4325.213374,-4325.213374
"(650, 675]",late,asset,cash,0,-2.34673676,-21.64218187,-34.17767396,-48.14705407,-63.79983224,-82.23389344,-101.6943907,-121.9800159,-144.6957542,-165.8783788,-189.1154224,-210.7621322,-234.8941135,-257.4590991,-280.5278067,-303.9156345,-327.5829504,-351.4940972,-375.6178798,-399.938393,-424.4272259,-449.060796,-473.8168104,-500.0935434,-527.0638783,-554.4418191,-579.3742647,-603.621419,-627.5182652,-651.1441627,-674.5146604,-697.6463138,-720.5559962,-743.2459585,-765.7184059,-787.9755485,-810.0195361,-831.8524938,-853.476517,-874.8936583,-896.1059761,-917.1154716,-937.9241226,-958.5338796,-978.9466524,-999.1643579,-1019.188858,-1039.021993,-1058.665578,-1078.121401,-1097.391215,-1116.476776,-1135.379792,-1154.10195,-1172.644913,-1191.010308,-1209.199771,-1227.214889,-1245.057228,-1262.728335,-1280.229721,-1297.562906,-1314.729364,-1331.73055,-1348.5679,-1365.242815,-1381.756709,-1398.110947,-1414.30688,-1430.34584,-1446.229138,-1461.958053,-1477.533876,-1492.957854,-1508.23122,-1523.355187,-1538.33094,-1553.159674,-1567.842543,-1582.380686,-1596.775226,-1611.027256,-1625.137883,-1639.10817,-1652.939171,-1666.631921,-1680.187427,-1693.606711,-1706.890753,-1720.040523,-1733.056973,-1745.941043,-1758.693641,-1771.315693,-1783.808084,-1796.171689,-1808.407368,-1820.515954,-1783.734672,-1776.101853,-1774.045519,-1773.372815,-1772.903992,-1772.659886,-1772.659886,-1772.659886,-1772.659886,-1772.659886,-1772.659886,-1772.659886,-1772.659886,-1772.659886
"(650, 675]",late,asset,late_000-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(650, 675]",late,asset,late_001-030,0,2.34673676,20.6800198,25.00129834,31.11738971,37.4182452,44.81200769,51.19383612,56.92896973,63.74339918,67.14433688,72.2242243,74.2934642,78.75238086,80.26427545,82.29019497,84.14777946,85.84642103,87.39496761,88.80176464,90.07469733,91.2212085,92.24833739,93.16270656,95.3899053,97.54669086,99.51909193,98.5567281,97.60450351,96.66227474,95.72988621,94.80722704,93.89414541,92.99050578,92.09617451,91.21100591,90.33489795,89.4677084,88.60931086,87.75958066,86.91838122,86.08561861,85.26115944,84.44488569,83.63668093,82.83641695,82.04400727,81.25932659,80.48226461,79.71271246,78.95056273,78.19569636,77.448035,76.70746221,75.97387608,75.24717605,74.52724998,73.81402567,73.10739342,72.40725771,71.71352421,71.0260872,70.34488009,69.66979935,69.00075532,68.33765943,67.68041178,67.02895097,66.38317911,65.74301191,65.10836607,64.47915931,63.8552981,63.23672667,62.62335328,62.01509947,61.41188771,60.81362927,60.22027263,59.6317307,59.04792946,58.46879567,57.89424502,57.32422985,56.75866736,56.19748751,55.64062103,55.08798763,54.53954318,53.99520873,53.45491793,52.91860511,52.38620528,51.85764247,51.33287637,50.81183223,50.29444764,49.78066082,49.27039904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(650, 675]",late,asset,late_031-060,0,0,0.96216207,8.47880812,10.25053232,12.75812978,15.34148053,18.37292315,20.98947281,23.34087759,26.13479366,27.52917812,29.61193196,30.46032032,32.28847615,32.90835294,33.73897994,34.50058958,35.19703262,35.83193672,36.4087235,36.93062591,37.40069549,37.82181833,38.19670969,39.10986117,39.99414325,40.80282769,40.40825852,40.01784644,39.63153264,39.24925335,38.87096309,38.49659962,38.12610737,37.75943155,37.39651242,37.03730816,36.68176044,36.32981745,35.98142807,35.6365363,35.29510363,34.95707537,34.62240313,34.29103918,33.96293095,33.63804298,33.3163239,32.99772849,32.68221211,32.36973072,32.06023551,31.75369435,31.4500595,31.14928919,30.85134218,30.55617249,30.26375053,29.9740313,29.68697566,29.40254493,29.12069575,28.84140084,28.56461773,28.29030968,28.01844037,27.74896883,27.4818699,27.21710344,26.95463488,26.69443009,26.43645532,26.18067222,25.92705793,25.67557484,25.42619078,25.17887396,24.933588,24.69031178,24.44900959,24.20965108,23.97220622,23.73664046,23.50293424,23.27105362,23.04096988,22.81265462,22.58607493,22.3612127,22.13803558,21.91651635,21.6966281,21.47834416,21.26163341,21.04647931,20.83285121,20.62072353,20.41007093,20.20086361,0,0,0,0,0,0,0,0,0,0,0,0,0
"(650, 675]",late,asset,late_061-090,0,0,0,0.6975675,6.14713588,7.43163593,9.24964409,11.12257339,13.32036929,15.21736779,16.92213625,18.94772541,19.95865414,21.46865067,22.08373223,23.40914521,23.85855588,24.46076045,25.01292744,25.51784865,25.97815412,26.39632454,26.77470378,27.11550423,27.42081829,27.69261452,28.35464935,28.99575386,29.58205008,29.29598743,29.01293867,28.73286117,28.45570868,28.18144824,27.91003472,27.64142784,27.37558787,27.11247151,26.85204841,26.59427632,26.33911765,26.08653535,25.83648882,25.58895013,25.34387964,25.10124227,24.86100341,24.62312494,24.38758116,24.15433483,23.92335315,23.69460378,23.46805477,23.24367074,23.0214284,22.80129314,22.58323467,22.36722308,22.15322506,21.94121913,21.7311727,21.52305735,21.31684507,21.11250442,20.91001561,20.70934786,20.51047452,20.31336926,20.1180024,19.92435567,19.73239999,19.54211029,19.35346181,19.16643011,18.98098736,18.797117,18.61479176,18.43398832,18.25468362,18.0768513,17.90047604,17.72553195,17.55199703,17.37984951,17.20906433,17.03962732,16.87151387,16.70470316,16.5391746,16.37490432,16.21187921,16.0500758,15.88947436,15.73005537,15.57179952,15.41468422,15.2586975,15.10381713,14.95002456,14.79730143,14.64562612,0,0,0,0,0,0,0,0,0,0,0,0
"(650, 675]",late,asset,late_091-120,0,0,0,0,0.63199616,5.56930511,6.73306215,8.38017755,10.07705149,12.06825457,13.78693522,15.33145544,17.16663922,18.08254065,19.45059751,20.0078614,21.20868556,21.61585163,22.16144897,22.66171226,23.11917088,23.53620764,23.91507003,24.25788163,24.56664683,24.84326137,25.08950876,25.68931231,26.270153,26.80133737,26.54216461,26.28572243,26.03197222,25.78087206,25.5323921,25.28649146,25.04313363,24.80228261,24.56389919,24.32795586,24.09441435,23.86324059,23.63440103,23.40785887,23.18358882,22.96155496,22.7417255,22.52406909,22.30855119,22.09514853,21.88382736,21.67455796,21.46731102,21.26205762,21.05876569,20.85741413,20.65797159,20.46041061,20.26470411,20.0708219,19.87874453,19.68844246,19.49988996,19.31306164,19.127929,18.94447414,18.76266916,18.58248991,18.40391255,18.22691017,18.05146624,17.87755439,17.70515192,17.5342364,17.36478568,17.19677455,17.030188,16.86500134,16.70119342,16.53874336,16.37762728,16.21783129,16.05933195,15.90210931,15.74614366,15.59141229,15.43790236,15.28559157,15.13446106,14.98449219,14.83566332,14.68796256,14.54136867,14.39586377,14.25143016,14.10805036,13.96570391,13.82437994,13.68405832,13.54472225,13.40635509,13.26893726,0,0,0,0,0,0,0,0,0,0,0
"(650, 675]",late,asset,late_121-150,0,0,0,0,0,0.62251621,5.48576553,6.63206622,8.25447488,9.92589572,11.88723075,13.58013119,15.10148361,16.90913963,17.81130254,19.15883855,19.70774348,20.89055528,21.29161385,21.82902724,22.32178658,22.77238332,23.18316452,23.55634398,23.8940134,24.19814713,24.47061245,24.71316613,25.30397263,25.8761007,26.39931731,26.14403214,25.8914366,25.64149263,25.39415898,25.14940622,24.90719409,24.66748662,24.43024837,24.1954407,23.96303653,23.73299813,23.50529198,23.27988501,23.05674098,22.83583499,22.61713163,22.40059962,22.18620805,21.97392293,21.7637213,21.55556994,21.34943959,21.14530136,20.94312676,20.74288421,20.54455292,20.34810201,20.15350445,19.96073355,19.76975957,19.58056337,19.39311582,19.20739161,19.02336571,18.84101007,18.66030703,18.48122912,18.30375256,18.12785387,17.95350652,17.78069425,17.60939108,17.43957464,17.27122286,17.10431389,16.93882293,16.77473518,16.61202632,16.45067552,16.29066221,16.13196287,15.97456382,15.81844197,15.66357767,15.5099515,15.3575411,15.20633382,15.05630769,14.90744415,14.75972481,14.61312837,14.46764313,14.32324814,14.17992581,14.03765871,13.89642961,13.75621835,13.61701424,13.47879744,13.34155142,13.20525977,13.0699032,0,0,0,0,0,0,0,0,0,0
"(650, 675]",late,asset,late_151-180,0,0,0,0,0,0,0.61193344,5.39250752,6.5193211,8.11414881,9.75715549,11.68514783,13.34926896,14.84475839,16.62168426,17.5085104,18.83313829,19.37271184,20.53541584,20.92965642,21.45793377,21.94231621,22.3852528,22.78905072,23.15588614,23.48781517,23.78677863,24.05461204,24.2930423,24.87380509,25.43620699,25.95052892,25.69958359,25.45128217,25.20558726,24.96245828,24.72186632,24.48377179,24.24813935,24.01493415,23.78411821,23.5556649,23.32953716,23.10570202,22.88412697,22.66477639,22.44762579,22.23264039,22.01978942,21.80904251,21.60036624,21.39373804,21.18912526,20.98649912,20.78583123,20.5870936,20.39025518,20.19529552,20.00218428,19.81089487,19.62140108,19.43367366,19.24769379,19.06343286,18.88086595,18.69996849,18.5207129,18.34308181,18.16704823,17.99258877,17.81968035,17.64829691,17.47842245,17.31003143,17.14310187,16.97761207,16.81354055,16.65086294,16.48956469,16.32962187,16.17101403,16.01372095,15.8577195,15.70299624,15.54952846,15.39729685,15.24628233,15.0964629,14.94782615,14.80035046,14.6540176,14.50880949,14.36470519,14.22169319,14.07975292,13.93886707,13.79901851,13.66019031,13.52236264,13.38552499,13.24965789,13.11474504,12.98077035,12.84771485,0,0,0,0,0,0,0,0,0
"(650, 675]",late,liabi,recognized_losses,0,0,0,0,0,0,0,0.6003067,5.89035658,12.28581058,20.24579056,29.81756009,41.28069012,54.37632296,68.93903095,85.2449032,102.4207519,120.8960606,139.9006909,160.0459338,180.5779268,201.6281598,223.153572,245.113505,267.4695638,290.1854881,313.2270347,336.5618646,360.159439,383.9909135,408.3921163,433.3450353,458.8025042,484.0137957,508.9815035,533.7081846,558.1963562,582.448507,606.4670872,630.2545119,653.8131623,677.1453822,700.2534895,723.1397655,745.8064591,768.2557877,790.4899333,812.5110542,834.3212745,855.9226879,877.3173586,898.5073179,919.4945749,940.2811068,960.8688624,981.2597628,1001.455702,1021.458542,1041.270127,1060.89227,1080.326758,1099.575352,1118.639786,1137.521773,1156.223001,1174.745131,1193.0898,1211.258619,1229.253182,1247.075057,1264.725786,1282.206893,1299.519872,1316.666204,1333.647345,1350.464728,1367.119766,1383.613849,1399.948345,1416.124608,1432.143967,1448.007732,1463.717192,1479.273615,1494.678255,1509.932342,1525.03709,1539.993693,1554.803323,1569.467141,1583.986284,1598.361876,1612.595018,1626.686794,1640.638275,1654.450512,1668.124541,1681.661378,1695.062025,1708.327462,1721.458662,1734.456577,1747.322142,1760.056277,1772.659886,1772.659886,1772.659886,1772.659886,1772.659886,1772.659886,1772.659886,1772.659886,1772.659886
