,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
"(175, 200]",late,asset,late_121-150,0,0,0,0,0,0.56676202,11.54935204,12.19490929,12.9325015,14.88333122,15.49794374,17.82935636,16.71195285,14.60204526,15.45779782,16.68052301,19.86949307,19.1951007,19.50673938,20.19303506,20.18421612,19.57413811,18.98736028,18.42286597,17.87968194,17.35687787,16.85356491,16.36889714,16.06956825,15.77410648,15.46434813,15.15928728,14.85895555,14.56337086,14.27254376,13.98647293,13.70515133,13.42856169,13.15668238,12.88948296,12.62692981,12.36898169,12.11559461,11.86672043,11.62230548,11.3822952,11.14662971,10.9152489,10.68808806,10.46508286,10.24616489,10.03126659,9.82031692,9.61324549,9.40998104,9.21045,9.01458048,8.82229805,8.63353024,8.44820228,8.26624154,8.08757337,7.9121254,7.73982341,7.5705956,7.40436852,7.24107068,7.08063106,6.9229777,6.7680412,6.61575078,6.46603826,6.31883418,6.17407165,6.03168256,5.89160143,5.75376155,5.6180988,5.4845479,5.3530457,5.2235297,5.09593673,4.97020614,4.84627613,4.72408737,4.60357936,4.48469404,4.36737218,4.25155689,4.13719013,4.02421612,3.9125779,3.8022203,3.69308864,3.58512738,3.47828317,3.37250129,3.26772916,3.16266417,3.05711732,2.95242325,2.84887142,2.746388,0,0,0,0,0,0,0,0,0,0
"(175, 200]",late,asset,late_151-180,0,0,0,0,0,0,0.55712707,11.35301305,11.98759584,12.71264897,14.63031459,15.2344787,17.5262573,16.42784966,14.35381049,15.19501526,16.39695412,19.53171168,18.86878398,19.17512481,19.84975346,19.84108445,19.24137776,18.66457515,18.10967725,17.57572735,17.06181094,16.56705431,16.09062589,15.79638559,15.50594667,15.20145421,14.9015794,14.6063533,14.31579356,14.02991052,13.74870289,13.47216375,13.20027614,12.93301878,12.67036175,12.41227201,12.158709,11.9096295,11.66498619,11.42472629,11.18879619,10.957137,10.72968966,10.50639057,10.28717645,10.07198008,9.86073506,9.65337154,9.44982032,9.25001137,9.05387235,8.86133261,8.67231899,8.48676023,8.30458285,8.12571543,7.95008463,7.77761927,7.60824641,7.44189548,7.27849425,7.11797248,6.96026034,6.80528708,6.6529845,6.50328302,6.35611561,6.21141399,6.06911243,5.92914396,5.79144421,5.6559476,5.52259112,5.39131058,5.26204392,5.13472969,5.00930581,4.88571264,4.76388943,4.64377788,4.52531851,4.40845424,4.29312685,4.17928043,4.0668579,3.95580445,3.84606407,3.73758256,3.63030614,3.52418022,3.41915236,3.31516877,3.21217776,3.10889888,3.00514632,2.90223205,2.80044061,2.69969941,0,0,0,0,0,0,0,0,0
"(175, 200]",late,liabi,recognized_losses,0,0,0,0,0,0,0,0.54654166,11.68384746,23.44367898,35.91478762,50.26712623,65.21214983,82.40540824,98.52112875,112.6022168,127.5085268,143.5939388,162.754548,181.2648251,200.0756225,219.5482306,239.0123345,257.8881261,276.1980743,293.9636677,311.2054562,327.9430927,344.195373,359.980277,375.4765313,390.687865,405.6004915,420.2189409,434.5477735,448.591567,462.3549092,475.8423867,489.0585794,502.0080503,514.6953417,527.1249666,539.3014054,551.229099,562.9124455,574.3557969,585.5634534,596.5396625,607.2886139,617.8144395,628.1212086,638.2129287,648.0935412,657.7669223,667.2368797,676.5071535,685.5814146,694.4632634,703.1562307,711.6637756,719.9892874,728.1360832,736.10741,743.906443,751.5362875,758.9999773,766.3004767,773.4406796,780.4234106,787.251426,793.9274126,800.4539904,806.833711,813.0690604,819.1624576,825.1162569,830.9327471,836.6141539,842.1626384,847.5803003,852.869176,858.0312411,863.0684109,867.9825399,872.775424,877.4487996,882.0043457,886.4436831,890.7683767,894.9799342,899.0798083,903.0693959,906.95004,910.7230289,914.3895974,917.9509277,921.4081485,924.7623369,928.0145175,931.1656639,934.2154937,937.1635422,940.0106319,942.7578641,945.4062692,945.4062692,945.4062692,945.4062692,945.4062692,945.4062692,945.4062692,945.4062692,945.4062692
"(175, 200]",main,asset,balance,0,0.46152529,12.69928789,24.87624071,36.50904066,43.83016483,50.92936028,64.94151942,77.0833297,88.51965503,99.49066321,109.7407638,119.2958724,115.4011712,112.0080717,108.8691659,105.8712484,103.8386783,101.8885846,100.0110937,98.20938683,96.483804,94.8205676,93.22741365,91.69143241,90.19421352,88.61149835,87.06996364,85.55990505,84.08407746,82.64670134,81.24244968,79.86647115,78.52293692,77.2139171,75.78596742,73.88305373,72.04174573,70.25982098,68.53514745,66.86567959,65.24945472,63.68458912,62.16927494,60.70177656,59.28042783,57.90362873,56.56984284,55.27759438,54.02546586,52.81209542,51.6361745,50.49644577,49.39170073,48.32077794,47.28256078,46.27597589,45.29999108,44.35361393,43.43588989,42.54590098,41.68276408,40.84562975,40.03368068,39.24613043,38.48222234,37.74122816,37.02244708,36.32520452,35.64885123,34.99276214,34.35633561,33.73899233,33.14017467,32.5593456,31.99598818,31.44960459,30.91971544,30.40585922,29.90759143,29.42448417,28.9561253,28.50211809,28.06208044,27.63564457,27.22245631,26.82217478,26.43447178,26.05903149,25.69554992,25.34373451,25.00330388,24.67398723,24.35552423,24.04766445,23.7501672,23.46280112,23.18534394,22.91758212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(175, 200]",main,asset,cash,-18,-21.83637585,-24.53893173,-27.30080629,-41.40074426,-53.0986392,-63.65828411,-75.19769887,-84.89164245,-94.78827417,-100.9767065,-102.9865214,-104.3940658,-105.0294692,-109.101044,-112.154935,-115.6784926,-120.0233454,-124.2692633,-127.8276368,-130.7767059,-133.133369,-134.9472682,-136.2596316,-137.1216564,-137.5687683,-137.4169988,-137.1303979,-136.7249233,-136.2092068,-135.5918864,-134.8811661,-134.0853948,-133.2083094,-132.252809,-131.2175456,-134.5402106,-133.4502347,-132.373906,-131.3087867,-130.2537735,-129.2076068,-128.1676908,-127.1307114,-126.0938386,-125.0544443,-124.0101843,-122.9590073,-121.8991179,-120.8289601,-119.7473343,-118.6531122,-117.5452158,-116.4226396,-115.2844474,-114.1297652,-112.9577785,-111.7677255,-110.5588953,-109.3306215,-108.0822808,-106.813287,-105.52309,-104.2111702,-102.8770375,-101.5202282,-100.1403004,-98.73683421,-97.30942659,-95.85769163,-94.38125596,-92.87975897,-93.3874274,-91.83476046,-90.25599867,-88.65080921,-87.01886077,-85.35982384,-83.67336904,-81.95916414,-80.21687491,-78.44616162,-76.64667995,-74.81807759,-72.95999528,-71.0720635,-69.15390351,-67.20512418,-65.22532305,-63.2140832,-61.17097394,-59.09554967,-56.98734749,-54.8458883,-52.67067382,-50.46118775,-48.21549362,-45.93161304,-43.19583951,75.08053438,30.6186473,8.96714236,-4.40653362,-13.21961644,-19.05873432,-23.99662859,-27.60779812,-30.11266837,-31.58427852,-32.11425385,-32.38614915,-32.38614915,-32.38614915
"(175, 200]",main,asset,curr_receivables,0,144.1662051,229.6723487,251.8304181,294.3198301,339.3628345,355.6358327,376.5786359,395.4416492,414.0828755,432.8538487,449.8233696,465.5713515,463.1899269,458.5082763,453.0767018,447.3462838,441.5494962,435.7853565,430.1320594,424.6058895,419.2086336,413.9450448,408.9179614,404.1077629,399.4720909,392.328438,384.8731393,377.4126224,370.0517857,362.8281762,355.7604591,348.8636825,342.1375789,335.5783735,329.1622499,322.8544357,316.7213356,310.7648011,304.9792778,299.3594209,293.9000877,288.5963286,283.4433803,278.4366578,273.5717479,268.8444022,264.2505311,259.7861976,255.4476109,251.2311219,247.1332164,243.1505117,239.2797501,235.5177956,231.8616282,228.308341,224.8551345,221.4993141,218.2382854,215.0695512,211.9907077,208.9994416,206.0935263,203.2708196,200.5292606,197.8668667,195.2817312,192.7720208,190.335973,187.9718942,185.6781569,183.4531982,181.2955173,179.2036741,177.1762868,175.2120306,173.3096356,171.4678859,169.6856171,167.9617159,166.2951179,164.6848067,163.1298128,161.6292118,160.1821239,158.7877127,157.4451837,156.153784,154.9128015,153.7215628,152.5794341,151.4858192,150.4401593,149.4419323,148.4906523,147.5858686,146.7271659,145.9141628,43.7326082,23.66882845,14.9471632,10.24979441,7.15793749,5.00404915,3.66005937,2.5397814,1.49338568,0.53750949,0.27628828,0,0,0
"(175, 200]",main,asset,deposit,0,7.00E-08,1.00E-07,1.00E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-08,2.00E-08,3.00E-08,3.00E-08,4.00E-08,5.00E-08,5.00E-08,6.00E-08,6.00E-08,7.00E-08,8.00E-08,8.00E-08,9.00E-08,1.00E-07,1.00E-07,1.10E-07,1.10E-07,1.20E-07,1.30E-07,1.30E-07,1.40E-07,1.40E-07,1.50E-07,1.50E-07,1.60E-07,1.07E-06,6.00E-07,3.50E-07,2.30E-07,1.60E-07,1.10E-07,9.00E-08,5.00E-08,2.00E-08,1.00E-08,0,0,0,0,0
"(175, 200]",main,asset,future_receivables,0,63.1750709,121.325484,154.4704143,189.847585,226.1347853,249.4974763,270.4107331,288.5766313,304.4254553,318.4223495,331.2507737,342.9229839,346.9950893,347.5455875,346.0888183,343.2951433,339.6958509,335.5877455,331.1729376,326.6227415,322.0935852,317.7227938,313.5336542,309.5564167,305.3949945,300.2245874,294.5982787,288.7533629,282.8151563,276.8642351,270.9549379,265.1193322,259.3834744,253.7715033,248.3047127,242.9854291,237.8163677,232.7928039,227.9101903,223.1641494,218.5504668,214.065085,209.7040972,205.4637412,201.340394,197.3305661,193.430897,189.6381494,185.9492051,182.3610604,178.8708214,175.4757005,172.1730116,168.9601674,165.8346747,162.7941316,159.8362241,156.9587226,154.1594793,151.4364248,148.7875658,146.2109821,143.7048243,141.2673108,138.8967264,136.591419,134.3497985,132.1703338,130.0515516,127.9920338,125.9904163,124.0453872,122.1556849,120.3200965,118.5374567,116.8066461,115.1265896,113.4962555,111.9146542,110.3808365,108.8938933,107.4529539,106.057185,104.7057901,103.398008,102.1331126,100.9104115,99.72924526,98.58898708,97.48904149,96.42884411,95.40786079,94.42558712,93.48154779,92.5752961,91.70641345,90.87450898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(175, 200]",main,asset,future_receivables_next,0,0,0,0,0,0,0.12481114,0.135273,0.1443605,0.15228887,0.15929082,0.16570824,0.17154727,0.17358434,0.17385972,0.17313097,0.17173344,0.16993289,0.16787781,0.1656693,0.16339307,0.16112736,0.15894087,0.15684525,0.15485564,0.50473455,0.49618928,0.48689053,0.47723048,0.46741624,0.457581,0.44781454,0.43816988,0.42869007,0.41941502,0.4103799,0.40158858,0.39304553,0.38474295,0.37667333,0.36882941,0.36120426,0.35379115,0.34658362,0.33957547,0.33276071,0.32613355,0.31968847,0.31342009,0.30732327,0.30139305,0.29562464,0.29001343,0.28455498,0.27924503,0.27407944,0.26905426,0.26416564,0.25940992,0.25478353,0.25028307,0.24590523,0.24164684,0.23750484,0.2334763,0.22955837,0.22574833,0.22204354,0.21844148,0.21493971,0.21153589,0.20822776,0.20501316,0.20189,0.19885627,0.19591006,0.1930495,0.19027282,0.18757833,0.18496437,0.18242939,0.17997188,0.1775904,0.17528357,0.17305009,0.17088868,0.16879815,0.16677736,0.16482522,0.16294068,0.16112277,0.15937055,0.15768315,0.15605972,0.15449948,0.15300169,0.15156567,0.15019075,90.22809526,-43.7326082,-23.66882845,-14.9471632,-10.24979441,-7.15793749,-5.00404915,-3.66005937,-2.5397814,-1.49338568,-0.53750949,-0.27628828,0,0,0
"(175, 200]",main,asset,pre_loss,0,0,0,0.63509152,13.51714843,25.95713443,38.97875678,53.35504864,57.39647234,63.30881777,66.95589328,66.39276967,66.3840297,65.41463717,69.01113197,73.55689708,77.6123539,81.15813984,81.49371554,81.79376908,81.1826898,79.33567883,76.96743272,74.68884598,72.49600553,70.38517405,68.54047985,66.92608526,65.50326358,64.25724669,63.01080289,61.76512355,60.53894146,59.33231487,58.14526272,56.97776755,55.82977926,54.7012176,53.59197536,52.5019205,51.43089834,50.37873596,49.34523984,48.33020296,47.33340182,46.35460098,45.39355339,44.45000229,43.52368192,42.61431918,41.72163423,40.84534126,39.98515151,39.14076997,38.31190093,37.49824441,36.69949941,35.91536348,35.14553369,34.38970664,33.64757932,32.91884905,32.20321428,31.50037444,30.81003009,30.13188506,29.46564291,28.81101151,28.16769934,27.53541798,26.91388139,26.30280635,25.70191214,25.11092107,24.52955805,23.95755107,23.3946308,22.84053051,22.29498776,21.75774098,21.22853349,20.70710987,20.19321814,19.68660885,19.18703546,18.69425382,18.20802253,17.72810247,17.25425712,16.78625205,16.32385478,15.86683624,15.41496751,14.96802352,14.52577949,14.08801301,13.65310387,13.21941148,12.78688521,12.35573492,11.9273206,8.53931465,5.54682861,2.69969941,0,0,0,0,0,0,0,0,0
"(175, 200]",main,liabi,curr_payables,0,-139.7441082,-221.4813729,-241.7172611,-281.5578289,-324.4647844,-339.5127012,-358.0984058,-374.9067348,-391.5876555,-408.4510933,-423.6475183,-437.7454138,-436.0126688,-431.9324386,-427.0734951,-421.8983141,-416.526465,-411.1726299,-405.9149935,-400.7698224,-395.738616,-390.8278513,-386.1382498,-381.6521595,-377.331379,-370.5903636,-363.5350402,-356.4681792,-349.492456,-342.6447324,-335.9439737,-329.4055375,-323.0290373,-316.8103008,-310.7463007,-304.8501263,-299.1160285,-293.5461768,-288.1354386,-282.8788746,-277.7717311,-272.8094323,-267.9875741,-263.3019165,-258.7483781,-254.323029,-250.0220861,-245.8419064,-241.7789826,-237.8299374,-233.9915185,-230.2605945,-226.6341499,-223.1092812,-219.6831923,-216.3531916,-213.1166867,-209.9711821,-206.914275,-203.9436528,-201.0570889,-198.2524408,-195.5276462,-192.8807206,-190.3097555,-187.8129142,-185.3884311,-183.0346082,-180.7498133,-178.5324781,-176.3810956,-174.2942191,-172.2704593,-170.3084831,-168.4070123,-166.564821,-164.7807349,-163.0536294,-161.3824285,-159.7661032,-158.2036706,-156.6941923,-155.2367735,-153.8305617,-152.4747462,-151.1685564,-149.9112613,-148.7021687,-147.5406242,-146.4260101,-145.3577457,-144.3352854,-143.3581188,-142.4257699,-141.5377966,-140.69379,-139.8933745,-139.1362063,-43.03725973,-23.29249407,-14.7095033,-10.08682268,-7.04412629,-4.92448477,-3.60186442,-2.49939888,-1.46964085,-0.52896308,-0.2718953,0,0,0
"(175, 200]",main,liabi,debt,0,-0.4615254,-12.69928807,-24.87624092,-36.50904092,-43.83016524,-50.92936083,-64.94152014,-77.08333047,-88.51965588,-99.49066411,-109.7407647,-119.2958734,-115.4011721,-112.0080726,-108.8691669,-105.8712494,-103.8386793,-101.8885856,-100.0110947,-98.20938786,-96.483805,-94.82056857,-93.22741459,-91.69143333,-90.19421441,-88.61149921,-87.06996448,-85.55990587,-84.08407826,-82.64670212,-81.24245044,-79.86647188,-78.52293763,-77.21391779,-75.78596809,-73.88305439,-72.04174636,-70.25982159,-68.53514805,-66.86568017,-65.24945528,-63.68458966,-62.16927546,-60.70177708,-59.28042833,-57.90362921,-56.5698433,-55.27759483,-54.02546629,-52.81209584,-51.6361749,-50.49644616,-49.39170111,-48.3207783,-47.28256113,-46.27597623,-45.29999141,-44.35361424,-43.43589019,-42.54590127,-41.68276436,-40.84563001,-40.03368093,-39.24613067,-38.48222257,-37.74122838,-37.02244729,-36.32520472,-35.64885142,-34.99276232,-34.35633578,-33.7389925,-33.14017483,-32.55934576,-31.99598834,-31.44960475,-30.9197156,-30.40585937,-29.90759159,-29.42448432,-28.95612545,-28.50211823,-28.06208059,-27.63564471,-27.22245645,-26.82217492,-26.43447192,-26.05903163,-25.69555005,-25.34373465,-25.00330401,-24.67398737,-24.35552436,-24.04766458,-23.75016733,-23.46280125,-23.18534407,-22.91758225,-22.91758216,-22.91758214,-22.91758214,-22.91758213,-22.91758213,-22.91758213,-22.91758213,-22.91758213,-22.91758213,-22.91758213,-22.91758212,-22.91758212,-22.91758212,-22.91758212
"(175, 200]",main,liabi,deferred_revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(175, 200]",main,liabi,future_payables,0,-63.1750709,-121.325484,-154.4704143,-189.847585,-226.1347853,-249.6222874,-270.6708172,-288.981076,-304.9821888,-319.1383738,-332.1325063,-343.9762637,-348.2219535,-348.9463114,-347.6626732,-345.0407317,-341.6113721,-337.6711445,-333.4220059,-329.0352029,-324.6671739,-320.4553234,-316.423029,-312.6006472,-308.9439595,-304.2697417,-299.1303236,-293.7626382,-288.2918479,-282.7985077,-277.337025,-271.9395892,-266.6324215,-261.4398654,-256.3834547,-251.4657597,-246.6897438,-242.0509229,-237.5449827,-233.1677712,-228.9152928,-224.7837022,-220.769298,-216.8685175,-213.077931,-209.3942367,-205.814256,-202.3349285,-198.9533074,-195.6665558,-192.4719415,-189.366834,-186.3487001,-183.4151009,-180.5636876,-177.7921988,-175.0984569,-172.4803654,-169.9359056,-167.4631342,-165.0601804,-162.7252436,-160.4565905,-158.2525534,-156.1115273,-154.0319683,-152.0123913,-150.0513681,-148.1475256,-146.2995436,-144.506154,-142.766138,-141.0783257,-139.4415936,-137.8548639,-136.3171027,-134.827319,-133.3845633,-131.9879263,-130.6365381,-129.3295668,-128.0662177,-126.8457324,-125.6673875,-124.5304942,-123.434397,-122.3784732,-121.3621322,-120.3848147,-119.4459918,-118.545165,-117.6818648,-116.8556509,-116.066111,-115.312861,-114.5955441,-113.9138303,-113.2674166,-69.53480842,-45.86597997,-30.91881678,-20.66902237,-13.51108488,-8.50703573,-4.84697636,-2.30719495,-0.81380927,-0.27629979,-1.15E-05,-1.15E-05,-1.15E-05,-1.15E-05
"(175, 200]",main,pandl,collections_costs,0,0,0.14493562,3.07528317,6.09508402,9.03079239,12.214297,15.30445551,18.23547535,20.68929114,22.71580141,24.60974715,26.40640122,28.31654922,29.98409614,31.53033334,33.00210133,34.4038012,35.73952897,37.01309961,38.22806897,39.38775372,40.49524959,41.55344812,42.56505215,43.54278119,44.48789994,45.40054416,46.28194795,47.13329323,47.955712,48.75028873,49.51806237,50.26002853,50.97714134,51.67031539,52.34042741,52.98831802,53.61479331,54.22062633,54.80655868,55.37330168,55.92153789,56.45192223,56.96508329,57.46162434,57.94212458,58.40714,58.85720455,59.29283093,59.71451159,60.12271957,60.51790927,60.9005173,61.27096317,61.62965005,61.97696541,62.3132817,62.63895694,62.95433536,63.25974788,63.55551277,63.84193603,64.11931201,64.3879238,64.6480437,64.89993368,65.1438457,65.38002225,65.60869658,65.83009316,66.04442794,66.25190878,66.45273566,66.64710106,66.83519019,67.01718129,67.19324591,67.36354914,67.52824985,67.68750091,67.84144944,67.99023699,68.13399978,68.27286884,68.40697025,68.53642526,68.66135052,68.78185816,68.89805605,69.01004788,69.11793327,69.22180801,69.32176408,69.41788985,69.51027015,69.59898642,69.68411678,69.76573618,69.84391644,69.84391644,69.84391644,69.84391644,69.84391644,69.84391644,69.84391644,69.84391644,69.84391644,69.84391644,69.84391644,69.84391644,69.84391644,69.84391644
"(175, 200]",main,pandl,cost_fee_swipe,0,0.11780035,0.30219133,0.50175979,0.7340438,1.00147909,1.28051987,1.57463086,1.88234155,2.20357135,2.53849513,2.88578676,3.24454819,3.60147369,3.95486733,4.3041754,4.64917609,4.98973772,5.32589138,5.65772687,5.98534564,6.30884954,6.62834465,6.9440132,7.25602334,7.56450788,7.86742172,8.16453815,8.45586078,8.74147105,9.02147812,9.29600521,9.56518689,9.82915707,10.08804616,10.34198194,10.59110183,10.83553859,11.07542635,11.31089502,11.54207052,11.76907485,11.99202629,12.21103954,12.42622582,12.63769303,12.84554585,13.04988588,13.25081175,13.44841922,13.64280129,13.83404831,14.02224808,14.20748593,14.38984483,14.56940545,14.74624627,14.92044367,15.09207197,15.26120354,15.42790887,15.59225661,15.75431367,15.9141453,16.0718151,16.22738512,16.38091592,16.53246661,16.68209492,16.82985724,16.97580869,17.12000315,17.26249332,17.40333078,17.542566,17.68024843,17.8164265,17.9511477,18.08445858,18.21640483,18.3470313,18.47638202,18.60450027,18.73142861,18.85720888,18.98188227,19.10548934,19.22807006,19.34966383,19.47030952,19.59004549,19.70890963,19.82693938,19.94417178,20.06064347,20.17639073,20.2914495,20.40585543,20.51964388,20.55244334,20.57019496,20.58140533,20.58909268,20.59446113,20.59821417,20.60095921,20.60286405,20.60398409,20.60438722,20.60459444,20.60459444,20.60459444,20.60459444
"(175, 200]",main,pandl,cost_fee_volume,0,0.19126635,0.48795834,0.80710116,1.17834982,1.60548525,2.05020576,2.5186992,3.00861033,3.51983952,4.05269522,4.60511643,5.17567769,5.74282065,6.30412149,6.85880092,7.40655093,7.94719752,8.48080966,9.00754336,9.52757103,10.04106477,10.54820217,11.04927418,11.54454986,12.0342372,12.51500996,12.98654463,13.44886259,13.90210148,14.34643998,14.7820774,15.20922957,15.62811091,16.03893015,16.44189162,16.83721378,17.22510766,17.60578596,17.97945475,18.3463137,18.70655634,19.06037027,19.40793738,19.74943409,20.08503153,20.41489573,20.73918785,21.05806432,21.37167703,21.6801735,21.98369704,22.28238692,22.57637848,22.86580334,23.15078946,23.43146134,23.70794013,23.98034372,24.24878693,24.51338156,24.77423654,25.03145802,25.28514948,25.53541184,25.78234354,26.02604065,26.26659696,26.50410405,26.7386514,26.97032644,27.19921469,27.42539974,27.64896344,27.86998589,28.08854552,28.3047192,28.51858226,28.73020861,28.93967072,29.14703977,29.35238565,29.55577703,29.75728144,29.95696529,30.15489397,30.35113184,30.54574234,30.73878799,30.93033051,31.12043077,31.30914891,31.49654439,31.68267598,31.86760184,32.05137958,32.23406625,32.41571846,32.59639233,32.64559151,32.67221894,32.6890345,32.70056552,32.7086182,32.71424775,32.71836532,32.72122258,32.72290263,32.72350733,32.72381816,32.72381816,32.72381816,32.72381816
"(175, 200]",main,pandl,credit_loss_recovery,0,0,0,0,0,0,0,0,-0.00912725,-0.2042475,-0.59575694,-1.19553389,-2.0349949,-3.1203869,-4.41811561,-5.89840231,-7.5220691,-9.28897131,-11.19707063,-13.28131301,-15.53531463,-17.97469832,-20.58913442,-23.3651371,-26.26342657,-29.26780722,-32.35578622,-35.49707741,-38.65954787,-41.83776083,-45.022171,-48.20606717,-51.38262999,-54.54946032,-57.70473926,-60.8465018,-63.96844934,-67.06488434,-70.12949355,-73.16191735,-76.16066557,-79.12459509,-82.05407453,-84.95035707,-87.81436396,-90.64695902,-93.44885371,-96.2205915,-98.96257349,-101.6750691,-104.3580887,-107.0116632,-109.6358584,-112.2307444,-114.7963948,-117.3328861,-119.8402973,-122.318709,-124.7682029,-127.1888617,-129.580768,-131.9440045,-134.2786534,-136.584796,-138.8625123,-141.1118809,-143.3329789,-145.5258809,-147.6906599,-149.8273862,-151.9361274,-154.0169486,-156.0699118,-158.0950763,-160.0924978,-162.062229,-164.0043191,-165.918814,-167.8057557,-169.6651829,-171.4971304,-173.3016292,-175.0787066,-176.8283859,-178.5506866,-180.2456239,-181.9132093,-183.55345,-185.1663492,-186.751906,-188.3101152,-189.8409674,-191.3444489,-192.8205419,-194.2692241,-195.690469,-197.0842454,-198.4505182,-199.7892474,-201.1003887,-202.3838933,-203.6396876,-204.8676711,-206.0677389,-207.2397865,-207.2397865,-207.2397865,-207.2397865,-207.2397865,-207.2397865,-207.2397865,-207.2397865,-207.2397865
"(175, 200]",main,pandl,fx_spread_rev_taxes,0,0.00416901,0.00992358,0.01558789,0.02212015,0.02955682,0.03704412,0.0448656,0.05297849,0.06138888,0.07010997,0.07912121,0.08840016,0.09748895,0.10642194,0.11521381,0.12387163,0.13240213,0.14081171,0.14910645,0.15729217,0.16537438,0.17335837,0.18124918,0.18905163,0.19676824,0.20432498,0.2117266,0.21897767,0.22608262,0.23304571,0.2398711,0.2465628,0.25312466,0.25956046,0.26587382,0.27206825,0.27814717,0.28411387,0.28997156,0.29572333,0.30137218,0.30692103,0.3123727,0.31772994,0.3229954,0.32817165,0.33326121,0.33826651,0.3431899,0.34803368,0.35280008,0.35749127,0.36210934,0.36665636,0.3711343,0.37554512,0.37989069,0.38417284,0.38839338,0.39255404,0.39665652,0.40070247,0.4046935,0.4086312,0.4125171,0.41635269,0.42013944,0.42387878,0.4275721,0.43122078,0.43482615,0.43838952,0.44191215,0.44539532,0.44884025,0.45224813,0.45562015,0.45895746,0.46226121,0.4655325,0.46877244,0.47198209,0.47516253,0.47831478,0.48143989,0.48453885,0.48761267,0.49066233,0.4936888,0.49669304,0.49967599,0.50263859,0.50558178,0.50850645,0.51141353,0.51430392,0.5171785,0.52003816,0.52003816,0.52003816,0.52003816,0.52003816,0.52003816,0.52003816,0.52003816,0.52003816,0.52003816,0.52003816,0.52003816,0.52003816,0.52003816,0.52003816
"(175, 200]",main,pandl,fx_spread_revenues,0,-0.08965613,-0.21341042,-0.33522341,-0.47570221,-0.63563064,-0.79664771,-0.96485162,-1.1393224,-1.32019097,-1.50774123,-1.70153138,-1.90107873,-2.09653657,-2.28864394,-2.47771637,-2.66390607,-2.84735769,-3.02820881,-3.2065904,-3.38262723,-3.55643825,-3.728137,-3.89783188,-4.06562653,-4.23157503,-4.39408568,-4.55326029,-4.70919725,-4.86199173,-5.01173577,-5.15851839,-5.30242573,-5.44354116,-5.58194537,-5.71771648,-5.85093012,-5.98165957,-6.10997578,-6.23594753,-6.35964146,-6.48112217,-6.60045229,-6.71769258,-6.83290194,-6.94613755,-7.05745488,-7.16690778,-7.27454854,-7.38042794,-7.4845953,-7.58709854,-7.68798426,-7.78729774,-7.885083,-7.98138289,-8.07623909,-8.16969216,-8.26178159,-8.35254583,-8.44202235,-8.53024766,-8.61725735,-8.70308611,-8.78776779,-8.87133542,-8.95382124,-9.03525673,-9.11567263,-9.19509901,-9.27356523,-9.35110003,-9.42773151,-9.5034872,-9.57839403,-9.6524784,-9.72576618,-9.79828274,-9.87005297,-9.94110128,-10.01145167,-10.0811277,-10.15015253,-10.21854897,-10.28633941,-10.35354595,-10.42019032,-10.48629398,-10.55187806,-10.61696343,-10.68157069,-10.74572022,-10.80943215,-10.87272639,-10.93562266,-10.99814051,-11.06029929,-11.12211823,-11.18361638,-11.18361638,-11.18361638,-11.18361638,-11.18361638,-11.18361638,-11.18361638,-11.18361638,-11.18361638,-11.18361638,-11.18361638,-11.18361638,-11.18361638,-11.18361638,-11.18361638
