,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
"(050, 075]",late,asset,late_091-120,0.0,0.0,0.0,0.0,1.60613296,12.82312658,12.99301166,13.72869543,14.60233979,15.45579112,17.27098613,19.16653723,19.48285284,19.51705567,21.59266271,22.08565774,21.89036302,22.1810122,21.19567331,20.57617504,19.41846421,18.2429984,17.72723804,17.22814743,16.74520872,16.27791241,15.82575801,15.38825514,14.96492423,14.55529695,14.15891661,13.77533847,13.40412993,13.04487072,12.85136916,12.65826736,12.46570067,12.27379639,12.08267409,11.89244598,11.7032172,11.51508614,11.32814475,11.14247884,10.95816831,10.77528747,10.59390527,10.41408554,10.23588723,10.05936465,9.88456769,9.71154198,9.54032917,9.37096705,9.20348979,9.03792807,8.87430929,8.7126577,8.5529946,8.39533845,8.23970501,8.08610753,7.93455683,7.78506144,7.63762775,7.49226009,7.34896085,7.20773061,7.06856821,6.93147088,6.79643431,6.66345274,6.53251907,6.40362491,6.27676069,6.1519157,6.02907822,5.9082355,5.78937391,5.67247896,5.55753538,5.44452714,5.33343755,5.22424928,5.11694445,5.01150461,4.90791084,4.80614379,4.7061837,4.60801044,4.51160354,4.41694228,4.32400565,4.23277241,4.14322115,4.05533027,3.96907804,3.88290963,3.7965799,3.71174389,3.62880358,3.5477166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(050, 075]",late,asset,late_121-150,0.0,0.0,0.0,0.0,0.0,1.58204097,12.63077968,12.79811648,13.522765,14.38330469,15.22395425,17.01192134,18.87903918,19.19061005,19.22429983,21.26877277,21.75437288,21.56200758,21.84829702,20.87773821,20.26753242,19.12718725,17.96935342,17.46132947,16.96972522,16.49403059,16.03374372,15.58837164,15.15743131,14.74045037,14.33696749,13.94653286,13.5687084,13.20306798,12.84919766,12.65859863,12.46839335,12.27871516,12.08968944,11.90143398,11.71405929,11.52766894,11.34235985,11.15822258,10.97534166,10.79379579,10.61365816,10.43499669,10.25787425,10.08234892,9.90847418,9.73629917,9.56586885,9.39722423,9.23040255,9.06543744,8.90235915,8.74119465,8.58196784,8.42469968,8.26940837,8.11610944,7.96481592,7.81553847,7.66828552,7.52306333,7.37987619,7.23872643,7.09961465,6.96253969,6.82749882,6.69448779,6.56350095,6.43453128,6.30757053,6.18260928,6.05963697,5.93864204,5.81961197,5.7025333,5.58739178,5.47417235,5.36285923,5.25343598,5.14588554,5.04019028,4.93633204,4.83429218,4.73405164,4.63559095,4.53889028,4.44392949,4.35068815,4.25914556,4.16928082,4.08107283,3.99450032,3.90954187,3.82466599,3.7396312,3.65606773,3.57437153,3.49450085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(050, 075]",late,asset,late_151-180,0.0,0.0,0.0,0.0,0.0,0.0,1.55514627,12.41605643,12.5805485,13.292878,14.13878851,14.96514703,16.72271867,18.55809551,18.86436968,18.89748674,20.90720364,21.38454854,21.19545345,21.47687597,20.52281666,19.92298436,18.80202506,17.66387442,17.16448687,16.68123989,16.21363207,15.76117008,15.32336932,14.89975498,14.48986271,14.09323904,13.7094418,13.33804035,12.97861583,12.6307613,12.44340245,12.25643066,12.069977,11.88416472,11.6991096,11.51492029,11.33169857,11.14953973,10.9685328,10.78876085,10.61030126,10.43322597,10.25760175,10.08349039,9.91094899,9.74003012,9.57078208,9.40324908,9.23747142,9.0734857,8.91132501,8.75101904,8.59259434,8.43607438,8.28147979,8.12882843,7.97813557,7.82941405,7.68267432,7.53792467,7.39517126,7.25441829,7.11566809,6.9789212,6.84417651,6.71143134,6.5806815,6.45192143,6.32514425,6.20034183,6.07750492,5.95662314,5.83768513,5.72067856,5.60559024,5.49240612,5.38111142,5.27169062,5.16412757,5.05840549,4.95450705,4.85241439,4.75210921,4.65357276,4.5567859,4.46172914,4.36838269,4.27672645,4.18674009,4.09840305,4.01169459,3.92659381,3.84307966,3.75964667,3.67605747,3.59391458,3.51360721,3.43509434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(050, 075]",late,liabi,recognized_losses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52559849,13.70574985,26.04726793,39.08758125,52.95773278,67.63854201,84.04352903,102.24902073,120.75496738,139.29340187,159.80336864,180.78161076,201.57435059,222.64316591,242.77604906,262.32049672,280.76528331,298.09354411,314.93190572,331.29620206,347.20177512,362.66348296,377.69570826,392.3123679,406.52692322,420.35239072,433.80135313,446.88597071,459.61799284,472.00876967,484.21574747,496.23930595,508.07995339,519.73831898,531.2151455,542.5112823,553.6276786,564.56537707,575.32550775,585.90928214,596.31798767,606.55298235,616.61568967,626.50759374,636.2302347,645.78520425,655.17414147,664.39872882,673.46068828,682.36177776,691.10378759,699.68853727,708.11787231,716.39366128,724.51779295,732.49217364,740.31872464,747.99937982,755.53608333,762.93078743,770.18545043,777.30203477,784.28250517,791.12882686,797.84296402,804.42687816,810.88252671,817.21186163,823.41682814,829.49936348,835.4613958,841.3048431,847.03161222,852.64359789,858.14268191,863.53073231,868.80960261,873.98113111,879.04714026,884.00943605,888.86980746,893.63002598,898.29184511,902.85699999,907.32720696,911.70416325,915.98954667,920.18501531,924.29220734,928.31274073,932.24821313,936.10020165,939.8702628,943.55847618,947.16468855,950.69031876,954.13716743,957.50699497,957.50699497,957.50699497,957.50699497,957.50699497,957.50699497,957.50699497,957.50699497,957.50699497
"(050, 075]",main,asset,balance,0.0,0.46180826,12.65018405,24.56960541,35.79026043,42.6383173,49.3091959,62.48881137,73.80659211,83.67359658,92.25547262,100.07612061,106.79820505,101.95506322,97.61240548,93.59750615,90.07108147,87.50365017,85.11892547,82.91468407,80.78542945,78.73202594,76.74331481,74.824336,72.96476913,71.16937826,69.42860606,67.74695929,66.11557605,64.53568095,63.00817234,61.52796633,60.06658226,58.62686566,57.21128361,55.70736808,53.85858915,52.06267682,50.31811937,48.62344828,46.97723702,45.37809987,43.82469072,42.31570197,40.84986338,39.42594106,38.04273641,36.69908508,35.39385602,34.12595054,32.89430135,31.6978717,30.53565445,29.40667129,28.30997189,27.24463307,26.20975806,25.20447574,24.22793989,23.2793285,22.35784305,21.46270787,20.59316945,19.74849585,18.92797606,18.13091937,17.35665485,16.60453076,15.87391397,15.16418947,14.47475985,13.80504476,13.15448046,12.52251931,11.90862936,11.31229386,10.73301082,10.17029262,9.62366559,9.09266959,8.57685764,8.07579555,7.58906155,7.11624591,6.65695063,6.2107891,5.77738574,5.35637574,4.94740469,4.55012834,4.16421228,3.78933165,3.42517089,3.07142347,2.7277916,2.39398602,2.06972576,1.75473786,1.44875717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(050, 075]",main,asset,cash,-19.4,-27.25581481,-32.49761896,-38.62678211,-56.73330836,-71.90044645,-85.21660812,-98.63835192,-110.56957396,-122.74053259,-135.2376597,-146.26106629,-156.01842498,-165.98916448,-176.4884391,-186.98864982,-198.00824752,-208.15189556,-217.88327974,-226.57686807,-234.29888534,-241.8004055,-249.02938017,-255.99918719,-262.70944144,-269.15901962,-275.28318756,-281.18862743,-286.88726595,-292.38885625,-297.70142097,-302.83153195,-307.79301593,-312.76489587,-317.72776785,-322.6734012,-330.79697643,-335.75093195,-340.72698609,-345.72075251,-350.72809284,-355.74510507,-360.76811357,-365.79365235,-370.81845672,-375.83945184,-380.85374456,-385.85861548,-390.85151135,-395.83003778,-400.7919522,-405.73515713,-410.65769367,-415.55773528,-420.4335818,-425.28365368,-430.10648647,-434.90072547,-439.66512069,-444.39852193,-449.09987407,-453.76821255,-458.40265909,-463.00241746,-467.56676958,-472.0950716,-476.5867503,-481.04129954,-485.4582769,-489.83730043,-494.17804553,-498.48024203,-503.51246889,-507.73696108,-511.92239259,-516.06868347,-520.17579511,-524.24372787,-528.27251892,-532.26224012,-536.21299601,-540.12492191,-543.99818203,-547.83296775,-551.6294959,-555.38800721,-559.1087647,-562.79205228,-566.43817329,-570.0474492,-573.62021835,-577.15683467,-580.65766658,-584.12309584,-587.55351652,-590.949334,-594.30927197,-597.63197621,-600.88799837,-599.49259252,-605.91637982,-607.11496371,-608.06047703,-608.70151457,-609.1617642,-609.51885874,-609.7651916,-609.92478067,-610.01278925,-610.04429181,-610.05896222,-610.05896222,-610.05896222
"(050, 075]",main,asset,curr_receivables,0.0,153.41917593,237.34271569,253.89613749,294.12935071,336.01093225,348.34074748,366.13636113,382.01469219,395.21443241,405.96223089,415.00935347,421.91963478,413.18196301,403.07792808,392.75217039,383.33177204,374.45399061,366.09014404,358.30672308,350.78453866,343.47278027,336.35751151,329.49483826,322.86398301,316.480466,308.40419644,300.32189404,292.40533372,284.70738291,277.24241499,270.01327825,262.94480093,256.02399175,249.24348088,242.5836533,236.01643154,229.58971834,223.30371417,217.15438721,211.13788261,205.25052381,199.48916618,193.85073613,188.33240432,182.93140537,177.64503643,172.47065573,167.40568122,162.44758916,157.59391281,152.84224115,148.19021758,143.63553866,139.17595296,134.8092598,130.53330815,126.34599545,122.24526654,118.22911256,114.29556988,110.44271912,106.66868407,102.97163075,99.34976644,95.80133874,92.32463462,88.91797958,85.5797367,82.30830585,79.10212281,75.95965846,72.87941796,69.85994004,66.89979612,63.99758967,61.15195543,58.36155869,55.6250946,52.94128752,50.3088903,47.72668369,45.19347564,42.70810072,40.26941952,37.87631803,35.52770706,33.22252171,30.95972076,28.73828619,26.5572226,24.41555672,22.31233691,20.24663265,18.21753406,16.22415143,14.26561478,12.34107338,10.44969533,3.11837432,1.7772576,1.14316473,0.77765664,0.53268787,0.36195389,0.24972296,0.16184201,0.08931405,0.03195721,0.01490744,0.0,0.0,0.0
"(050, 075]",main,asset,deposit,0.0,4e-08,7e-08,5e-08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(050, 075]",main,asset,future_receivables,0.0,53.92111108,103.267449,130.78743297,159.79192192,189.12225274,207.63606439,223.86149162,237.73048318,248.75150426,256.96478217,263.6656577,268.78354378,268.22135601,265.01008604,260.34275847,255.04302218,249.47483897,243.84879089,238.32372692,232.91428948,227.67413482,222.65798946,217.85407243,213.25982598,208.84812261,203.9257986,198.82007852,193.67062146,188.55064749,183.50580037,178.56588524,173.72099154,168.97103721,164.32047909,159.77526384,155.33224589,150.99005079,146.74390795,142.58995481,138.52513036,134.54706559,130.65361906,126.84287176,123.11294736,119.46201127,115.88826974,112.3899689,108.96539388,105.61286795,102.33075166,99.11744199,95.97137158,92.89100788,89.87485238,86.92143989,84.02933775,81.19714511,78.42349223,75.7070398,73.04647819,70.44052687,67.88793372,65.38747436,62.93795161,60.5381948,58.18705922,55.88342554,53.62619922,51.41430996,49.24671117,47.12237944,45.040314,42.99953622,40.99908913,39.03803692,37.11546446,35.23047686,33.38219899,31.56977505,29.79236814,28.04915983,26.33934975,24.66215516,23.01681062,21.40256751,19.81869373,18.2644733,16.73920599,15.24220697,13.77280649,12.33034951,10.91419537,9.5237175,8.15830305,6.81735265,5.50028004,4.20651183,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"(050, 075]",main,asset,future_receivables_next,0.0,0.0,0.0,0.0,0.0,0.0,0.10386997,0.11198674,0.1189247,0.12443797,0.12854666,0.13189878,0.134459,0.13417777,0.13257133,0.1302365,0.1275853,0.12479982,0.12198539,0.11922147,0.1165154,0.11389401,0.11138469,0.10898153,0.10668325,0.1044763,0.10201391,0.09945977,0.09688375,0.09432248,0.0917988,0.08932761,0.08690395,0.08452778,0.08220134,0.0799276,0.07770498,0.07553279,0.07340866,0.07133064,0.06929721,0.06730719,0.06535949,0.06345316,0.06158727,0.05976089,0.05797312,0.0562231,0.05450995,0.05283285,0.05119097,0.04958351,0.04800969,0.04646874,0.04495991,0.04348246,0.04203569,0.04061888,0.03923136,0.03787246,0.03654151,0.03523788,0.03396095,0.03271009,0.03148472,0.03028424,0.02910808,0.02795569,0.02682651,0.02572001,0.02463567,0.02357298,0.02253142,0.02151052,0.0205098,0.01952878,0.01856702,0.01762405,0.01669945,0.01579278,0.01490364,0.0140316,0.01317626,0.01233725,0.01151416,0.01070664,0.0099143,0.00913681,0.00837379,0.00762492,0.00688985,0.00616826,0.00545983,0.00476424,0.00408119,0.00341038,0.00275152,0.00210431,2.93695565,-3.11837432,-1.7772576,-1.14316473,-0.77765664,-0.53268787,-0.36195389,-0.24972296,-0.16184201,-0.08931405,-0.03195721,-0.01490744,0.0,0.0,0.0
"(050, 075]",main,asset,pre_loss,0.0,0.0,0.0,1.77277369,15.75969431,28.74624002,42.33202308,55.06024118,57.76502539,62.1948724,67.78884725,72.64785819,76.62661474,81.09872228,84.0584379,86.41346584,89.03429296,88.52235122,86.95043376,84.36397268,80.34457311,76.85965791,73.51423179,70.83592164,68.84621154,66.92090696,65.05796287,63.25537327,61.51117403,59.82344557,58.19031466,56.60995577,55.08059218,53.77071323,52.65078017,51.70667879,50.92473309,50.14522707,49.3686606,48.59550296,47.8261942,47.0611464,46.30074494,45.54534966,44.79529605,44.05089628,43.31244034,42.58019697,41.85441472,41.13532282,40.42313211,39.71803592,39.02021085,38.32981761,37.6470018,36.97189458,36.30461342,35.64526278,34.99393475,34.35070966,33.71565667,33.08883439,32.47029137,31.86006667,31.25819034,30.6646839,30.07956084,29.502827,28.93448105,28.37451488,27.82291398,27.27965781,26.74472017,26.21806954,25.6996694,25.18947853,24.68745134,24.19353811,23.70768531,23.22983584,22.75992925,22.29790201,21.84368776,21.39721744,20.9584196,20.52722051,20.1035444,19.68731361,19.27844879,18.876869,18.48249195,18.09523408,17.71501071,17.3417362,16.97532404,16.61568699,16.26104517,15.90953085,15.56117311,15.21632372,14.87673077,10.71600271,7.00810806,3.43509434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(050, 075]",main,liabi,curr_payables,0.0,-145.81198189,-224.89540045,-239.7991729,-276.93717846,-316.24140205,-327.48674183,-342.94021936,-356.79278018,-368.27226024,-377.56154769,-385.28405781,-391.09804736,-383.47073637,-374.39397954,-365.03356724,-356.45941096,-348.27489841,-340.55504998,-333.36509431,-326.41603629,-319.65786642,-313.07852672,-306.73307005,-300.60255881,-294.70183171,-287.18701772,-279.65092977,-272.26404987,-265.07845085,-258.10868685,-251.35843811,-244.76010445,-238.300795,-231.97289371,-225.77185457,-219.70361821,-213.76350082,-207.9519708,-202.26532431,-196.70002454,-191.25270325,-185.92050898,-180.70065366,-175.5905832,-170.58780032,-165.68986325,-160.8943845,-156.19902965,-151.60151612,-147.09961208,-142.69113528,-138.3739519,-134.14597554,-130.00516611,-125.94952882,-121.97711312,-118.08601176,-114.27435982,-110.54033371,-106.8821503,-103.29806599,-99.78637582,-96.34541261,-92.97354613,-89.66918224,-86.43076211,-83.25676141,-80.14568956,-77.09608895,-74.10653419,-71.17563144,-68.30201766,-65.48435992,-62.72135475,-60.01172744,-57.35423145,-54.74764774,-52.19078415,-49.68247481,-47.22157956,-44.80698335,-42.43759571,-40.11235015,-37.83020367,-35.59013619,-33.39115008,-31.23226962,-29.11254053,-27.03102947,-24.98682359,-22.97903005,-21.00677558,-19.06920605,-17.16548601,-15.29479833,-13.45634369,-11.64934029,-9.87302338,-3.06879217,-1.7489992,-1.12498842,-0.7652919,-0.52421813,-0.35619883,-0.24575237,-0.15926872,-0.08789396,-0.03144909,-0.01467041,-0.0,-0.0,-0.0
"(050, 075]",main,liabi,debt,0.0,-0.46180838,-12.65018424,-24.56960562,-35.79026076,-42.63831779,-49.30919653,-62.48881215,-73.80659293,-83.67359747,-92.25547358,-100.07612163,-106.79820611,-101.95506432,-97.61240659,-93.59750728,-90.07108262,-87.5036513,-85.11892658,-82.91468514,-80.78543048,-78.73202692,-76.74331576,-74.82433692,-72.96477002,-71.16937913,-69.4286069,-67.7469601,-66.11557684,-64.53568172,-63.00817309,-61.52796705,-60.06658296,-58.62686635,-57.21128428,-55.70736873,-53.85858978,-52.06267745,-50.31811999,-48.62344888,-46.97723761,-45.37810045,-43.82469128,-42.31570251,-40.84986391,-39.42594159,-38.04273692,-36.69908558,-35.39385651,-34.12595102,-32.89430182,-31.69787215,-30.53565489,-29.40667173,-28.30997231,-27.24463348,-26.20975846,-25.20447613,-24.22794028,-23.27932887,-22.35784341,-21.46270822,-20.5931698,-19.74849619,-18.92797638,-18.13091969,-17.35665516,-16.60453106,-15.87391426,-15.16418976,-14.47476013,-13.80504503,-13.15448072,-12.52251957,-11.90862961,-11.3122941,-10.73301105,-10.17029285,-9.62366581,-9.0926698,-8.57685785,-8.07579575,-7.58906174,-7.1162461,-6.65695081,-6.21078927,-5.77738591,-5.3563759,-4.94740485,-4.5501285,-4.16421243,-3.7893318,-3.42517103,-3.0714236,-2.72779172,-2.39398614,-2.06972588,-1.75473797,-1.44875725,-1.44875727,-1.44875728,-1.44875725,-1.44875722,-1.44875719,-1.44875717,-1.44875717,-1.44875717,-1.44875717,-1.44875717,-1.44875717,-1.44875717,-1.44875717,-1.44875717
"(050, 075]",main,liabi,deferred_revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(050, 075]",main,liabi,future_payables,0.0,-53.92111108,-103.267449,-130.78743297,-159.79192192,-189.12225274,-207.73993436,-224.07734833,-238.06526459,-249.21072364,-257.55254821,-264.38532253,-269.6376676,-269.2096576,-266.13095896,-261.59386789,-256.4217169,-250.97833351,-245.47427082,-240.06842833,-234.77550629,-229.64924565,-224.74448497,-220.04954947,-215.56198627,-211.2547592,-206.4344491,-201.42818879,-196.37561548,-191.34996399,-186.39691567,-181.54632814,-176.7883384,-172.12291185,-167.55455507,-163.08926741,-158.72395444,-154.45729214,-150.28455795,-146.20193545,-142.20640821,-138.29565063,-134.46756359,-130.72026945,-127.05193232,-123.46075712,-119.94498871,-116.50291097,-113.1328459,-109.83315282,-106.6022275,-103.43850135,-100.34044063,-97.30654566,-94.33535007,-91.42542004,-88.57535358,-85.78377982,-83.04935831,-80.37077833,-77.74675823,-75.1760448,-72.65741259,-70.18966333,-67.7716253,-65.40215272,-63.08012523,-60.80444724,-58.57404743,-56.38787819,-54.24491507,-52.14415632,-50.0846223,-48.06535504,-46.08541775,-44.14389432,-42.23988888,-40.37252533,-38.54094691,-36.74431575,-34.98181248,-33.25263577,-31.55600195,-29.89114461,-28.25731422,-26.65377775,-25.07981828,-23.53473465,-22.01784113,-20.52846703,-19.0659564,-17.62966768,-16.21897337,-14.83325973,-13.47192648,-12.13438646,-10.82006537,-9.52840146,-8.25884528,-5.14047096,-3.36321336,-2.22004862,-1.44239199,-0.90970412,-0.54775023,-0.29802727,-0.13618526,-0.04687121,-0.014914,-6.57e-06,-6.57e-06,-6.57e-06,-6.57e-06
"(050, 075]",main,pandl,collections_costs,0.0,0.0,0.53107452,4.73790494,8.89805621,12.9276309,16.96619845,20.95091544,24.62204569,28.26084394,31.75697121,34.84893057,37.85611848,40.60142054,43.06031674,45.33369846,47.3311881,49.17878556,50.89215,52.47432396,53.98596536,55.43080052,56.81233153,58.13385125,59.39845719,60.60906439,61.76841742,62.87910144,63.94355254,64.96406731,65.94281174,66.88182949,67.79399564,68.68007801,69.54082248,70.3769536,71.18917519,71.97817097,72.74460508,73.48912268,74.21235049,74.91489729,75.59735447,76.2602965,76.90428142,77.52985132,78.13753279,78.72783735,79.3012619,79.85828913,80.39938793,80.92501378,81.43560915,81.93160382,82.41341531,82.8814492,83.33609947,83.77774881,84.20676901,84.6235212,85.02835617,85.42161473,85.80362789,86.17471722,86.53519509,86.88536495,87.22552155,87.55595123,87.87693214,88.18873445,88.49162066,88.7858457,89.07165725,89.3492959,89.61899536,89.88098264,90.13547829,90.38269653,90.62284546,90.85612723,91.08273821,91.30286915,91.51670535,91.72442682,91.92620841,92.12221996,92.31262648,92.49758825,92.67726096,92.85179585,93.02133984,93.18603565,93.34602191,93.5014333,93.65240063,93.79905099,93.94150782,94.07989104,94.21431713,94.34489925,94.34489925,94.34489925,94.34489925,94.34489925,94.34489925,94.34489925,94.34489925,94.34489925,94.34489925,94.34489925,94.34489925,94.34489925,94.34489925
"(050, 075]",main,pandl,cost_fee_swipe,0.0,0.11969699,0.30097177,0.49177977,0.71186399,0.96280905,1.22151597,1.49211865,1.77335456,2.06331364,2.36028183,2.66315813,2.97043853,3.27117509,3.56453029,3.85039946,4.12948066,4.40211546,4.66868913,4.929633,5.18513747,5.43535757,5.68043899,5.92056402,6.15590102,6.38662756,6.61140907,6.83026122,7.04331482,7.25073498,7.45269553,7.64937157,7.8408813,8.02733376,8.20883246,8.3854775,8.55737275,8.72461855,8.88731531,9.04556059,9.19944929,9.34907371,9.49452394,9.63588791,9.77325155,9.90669884,10.03631183,10.16217073,10.28435389,10.40293791,10.51799762,10.62960613,10.73783491,10.84275377,10.94443095,11.04293311,11.13832538,11.2306714,11.32003337,11.40647204,11.49004677,11.57081556,11.64883507,11.72416065,11.79684639,11.86694512,11.93450845,11.99958681,12.06222944,12.12248446,12.18039886,12.23601855,12.28938838,12.34055212,12.38955256,12.43643147,12.48122966,12.52398698,12.56474232,12.60353371,12.64039824,12.67537216,12.70849083,12.73978882,12.76929986,12.79705687,12.823092,12.84743665,12.87012146,12.89117633,12.91063047,12.92851236,12.94484983,12.95967002,12.97299941,12.98486387,12.99528861,13.00429824,13.0119168,13.0140157,13.01521193,13.01598137,13.01650479,13.01686333,13.01710696,13.01727504,13.01738397,13.01744409,13.0174656,13.01747563,13.01747563,13.01747563,13.01747563
"(050, 075]",main,pandl,cost_fee_volume,0.0,0.24055682,0.59922154,0.97248156,1.40253359,1.89223506,2.39505307,2.92044349,3.46595627,4.02781694,4.60272241,5.18877283,5.78305147,6.36370146,6.92963486,7.48085787,8.0188623,8.54437128,9.05816558,9.56110583,10.05356229,10.53584371,11.008241,11.47110413,11.92475776,12.36954004,12.8027528,13.22448341,13.63500889,14.03466087,14.42378295,14.80271853,15.17169409,15.53092018,15.88059749,16.22092036,16.55208879,16.87429635,17.18773607,17.49259572,17.78905797,18.07730067,18.35749742,18.6298177,18.89442709,19.15148746,19.40115695,19.64359012,19.87893801,20.10734821,20.32896494,20.54392914,20.75237852,20.95444763,21.15026798,21.33996804,21.52367334,21.70150654,21.87358749,22.04003327,22.2009583,22.35647434,22.5066906,22.65171377,22.79164805,22.92659529,23.05665494,23.18192418,23.30249793,23.4184689,23.52992768,23.63696272,23.73966045,23.83810526,23.93237958,24.02256393,24.10873694,24.1909754,24.26935431,24.34394689,24.41482466,24.48205746,24.54571347,24.60585927,24.66255986,24.7158787,24.76587777,24.81261753,24.85615705,24.89655397,24.93386454,24.96814368,24.999445,25.02782079,25.05332211,25.07599878,25.0958994,25.11307141,25.12756108,25.13106925,25.13306867,25.13435473,25.13522959,25.13582887,25.13623606,25.136517,25.13669908,25.13679955,25.13683551,25.13685228,25.13685228,25.13685228,25.13685228
"(050, 075]",main,pandl,fx_spread_rev_taxes,0.0,0.00972967,0.02310811,0.03616485,0.05110998,0.06799369,0.08491179,0.10247615,0.1206051,0.13915882,0.15803201,0.17721037,0.19659707,0.21533713,0.23350552,0.25114574,0.26833591,0.28511261,0.30150871,0.31755778,0.33327232,0.34866424,0.36374495,0.37852532,0.39301575,0.40722618,0.42104425,0.43448468,0.44756149,0.46028806,0.47267713,0.48474089,0.4964863,0.50792015,0.5190491,0.52987963,0.5404181,0.5506707,0.56064351,0.57034245,0.57977331,0.58894174,0.59785329,0.60651336,0.61492722,0.62310005,0.63103689,0.63874266,0.64622219,0.65348017,0.66052122,0.66734983,0.67397039,0.6803872,0.68660443,0.69262621,0.69845652,0.70409928,0.70955831,0.71483736,0.71994005,0.72486997,0.7296306,0.73422532,0.73865748,0.74293032,0.74704701,0.75101065,0.75482426,0.7584908,0.76201317,0.76539418,0.76863658,0.77174308,0.77471629,0.77755879,0.78027308,0.78286162,0.78532678,0.78767091,0.7898963,0.79200515,0.79399966,0.79588193,0.79765405,0.79931804,0.80087586,0.80232946,0.80368071,0.80493145,0.80608348,0.80713854,0.80809834,0.80896456,0.80973881,0.81042268,0.81101774,0.81152547,0.81194737,0.81194737,0.81194737,0.81194737,0.81194737,0.81194737,0.81194737,0.81194737,0.81194737,0.81194737,0.81194737,0.81194737,0.81194737,0.81194737,0.81194737
