,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
"(950, 975]",late,asset,late_151-180,0.0,0.0,0.0,0.0,0.0,0.0,0.394801,3.31262544,3.39401385,3.53137086,3.80247762,4.04935513,4.00727944,4.25993029,4.41867462,4.20095367,4.38000104,4.30613175,4.11056526,3.94589146,3.68359167,3.51284052,3.36539196,3.25759339,3.23227816,3.20709093,3.18203168,3.15710207,3.13230186,3.1076319,3.08309353,3.05868678,3.03441219,3.01027019,2.98626172,2.9623864,2.97433735,2.98626192,2.99816014,3.01003206,3.02187772,3.03369716,3.04549041,3.05725752,3.06899853,3.08071348,3.0924024,3.10406535,3.11570235,3.12731345,3.13889868,3.1504581,3.16199172,3.17349961,3.18498179,3.1964383,3.20786919,3.21927449,3.23065425,3.2420085,3.25333728,3.26464063,3.27591858,3.28717119,3.29839848,3.30960051,3.32077729,3.33192888,3.34305531,3.35415663,3.36523286,3.37628405,3.38731024,3.39831147,3.40928777,3.42023918,3.43116575,3.4420675,3.45294448,3.46379673,3.47462428,3.48542717,3.49620544,3.50695913,3.51768828,3.52839292,3.53907309,3.54972883,3.56036017,3.57096717,3.58154984,3.59210824,3.60264239,3.61315234,3.62363812,3.63409977,3.64453732,3.65495083,3.66534031,3.67570581,3.68604737,3.69636502,3.70660684,3.71682454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(950, 975]",late,liabi,recognized_losses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38729978,3.63698533,6.96651292,10.43078773,14.16101828,18.13343566,22.06457679,26.2435684,30.57828821,34.69942376,38.99620478,43.22052002,47.25298454,51.12390406,54.73750749,58.18360404,61.48505356,64.68075267,67.85161755,70.99777376,74.11934684,77.21646397,80.2892521,83.33783899,86.36235374,89.36292547,92.33968383,95.29275888,98.22228163,101.12838269,104.04620764,106.97573058,109.91692568,112.86976713,115.83422917,118.81028608,121.79791217,124.7970818,127.80776936,130.82994928,133.86359604,136.90868414,139.96518815,143.03308264,146.11234225,149.20294164,152.30485552,155.41805863,158.54252577,161.67823174,164.82515142,167.9832597,171.15253152,174.33294186,177.52446572,180.72707818,183.94075431,187.16546925,190.40119816,193.64791625,196.90559878,200.17422101,203.45375827,206.74418592,210.04547936,213.35761402,216.68056537,220.01430892,223.35882022,226.71407486,230.08004846,233.45671667,236.84405521,240.2420398,243.65064621,247.06985026,250.4996278,253.93995471,257.3908069,260.85216035,264.32399105,267.80627503,271.29898836,274.80210715,278.31560755,281.83946573,285.37365791,288.91816035,292.47294935,296.03800122,299.61329233,303.19879909,306.79449794,310.40036534,314.01637781,317.64251189,321.2786932,324.92489808,324.92489808,324.92489808,324.92489808,324.92489808,324.92489808,324.92489808,324.92489808,324.92489808
"(950, 975]",main,asset,balance,0.0,0.23543166,7.28116486,14.59002181,21.91239718,27.1338493,32.49600209,42.80002037,47.10311619,51.40233278,55.67931827,59.95740613,64.21336135,66.43148635,68.6377179,70.85002907,73.05100445,82.11573616,87.46887396,87.37228686,87.27641338,87.18124414,87.08676991,86.99298158,86.89987019,86.80742689,86.71564296,86.6245098,86.53401896,86.44416207,86.35493092,86.26631738,86.17779102,86.08935177,86.00099952,85.91273419,85.82455571,85.73646398,85.64845892,85.56054044,85.47270846,85.3849629,85.29730366,85.20973066,85.12224383,85.03484306,84.94752829,84.86029942,84.77315637,84.68609905,84.59912739,84.51224129,84.42544068,84.33872546,84.25209556,84.16555088,84.07909136,83.9927169,83.90642741,83.82022283,83.73410305,83.648068,83.5621176,83.47625176,83.3904704,83.30477344,83.21916078,83.13363236,83.04818808,82.96282787,82.87755164,82.79235931,82.70725079,82.62222601,82.53728488,82.45242731,82.36765324,82.28296257,82.19835522,82.11383111,82.02939016,81.94503229,81.86075741,81.77656545,81.69245632,81.60842993,81.52448622,81.4406251,81.35684648,81.27315028,81.18953643,81.10600485,81.02255544,80.93918814,80.85590286,80.77269952,80.68957804,80.60653833,80.52358033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(950, 975]",main,asset,cash,-19.4,-58.55088007,-75.45424051,-70.55709666,-68.71286155,-63.99431185,-59.86586873,-55.15786878,-49.13653247,-42.34251807,-35.14407206,-27.40271862,-18.73252741,-9.13197582,0.94375278,11.58503345,22.73748566,34.30216075,47.18046804,61.0259673,75.0726485,89.23017594,103.50936895,117.91184073,132.43937298,147.09309426,162.1234632,177.24459544,192.45068058,207.73938903,223.1096333,238.56083433,254.09260002,269.66409883,285.2792656,300.93877384,303.96390529,319.71456071,335.51160724,351.35544651,367.24648156,383.18511692,399.17175856,415.20681434,431.29069398,447.42380919,463.60657376,479.8394035,496.12271626,512.456932,528.84247272,545.27976254,561.76922766,578.31129642,594.90639927,611.5549688,628.25743975,645.01424902,661.8258357,678.69264106,695.61510855,712.59368385,729.62881486,746.72095171,763.87054679,781.07805474,798.34393248,815.6686392,833.05263641,850.49638792,868.00035987,885.56502072,890.9719576,908.6594111,926.40897307,944.22112148,962.09633666,980.0351014,998.03790089,1016.10522278,1034.23755715,1052.43539659,1070.69923613,1089.02957334,1107.42690826,1125.89174349,1144.42458416,1163.02593793,1181.69631506,1200.43622837,1219.24619328,1238.12672783,1257.07835267,1276.10159111,1295.19696909,1314.36501523,1333.60626083,1352.9212399,1375.77395281,2519.65239833,2148.73786971,1951.26058732,1826.52101915,1740.92460138,1681.03276565,1639.01679206,1608.16011139,1586.65839524,1573.9762401,1569.4072925,1567.05037351,1567.05037351,1567.05037351
"(950, 975]",main,asset,curr_receivables,0.0,394.38286964,650.07000595,706.28941385,746.42710815,763.19726149,786.25660363,808.35240158,828.52765787,848.48829317,868.25440582,885.99283802,902.82015162,913.95372099,924.00219111,933.84331041,943.53528176,954.06515899,964.03410953,973.23413758,982.38442134,991.48558849,1000.54020754,1009.57271367,1018.58234541,1027.57890443,1033.93084976,1039.90750641,1045.74085781,1051.51354056,1057.25883328,1062.99630807,1068.7379189,1074.48782836,1080.24756257,1086.01912372,1091.81672991,1097.64021425,1103.49531248,1109.38215376,1115.30087054,1121.25159918,1127.2345023,1133.24974285,1139.29749481,1145.37793311,1151.4912336,1157.6375731,1163.81712936,1170.0300811,1176.27660799,1182.55689066,1188.87111072,1195.21945076,1201.60209433,1208.01922599,1214.47103128,1220.95769672,1227.47940987,1234.03635926,1240.62873446,1247.25672602,1253.92052557,1260.62032572,1267.35632014,1274.12870352,1280.93767162,1287.78342123,1294.66615021,1301.58605747,1308.54334301,1315.53820787,1322.5708542,1329.64148522,1336.75030525,1343.89751969,1351.08333507,1358.30795901,1365.57160023,1372.87446861,1380.21677512,1387.59873189,1395.02055216,1402.48245035,1409.98464201,1417.52734383,1425.1107737,1432.73515065,1440.40069491,1448.10762787,1455.85617211,1463.64655144,1471.47899082,1479.35371644,1487.27095572,1495.23093728,1503.23389097,1511.28004787,1519.36964032,372.46758025,200.8055358,126.63327487,86.89475602,60.77606516,42.58082832,31.2757648,21.80220832,12.87016938,4.63403838,2.39499948,-0.0,-0.0,-0.0
"(950, 975]",main,asset,deposit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,1e-08,9.31e-06,5.98e-06,3.86e-06,2.6e-06,1.74e-06,1.16e-06,7.6e-07,4.4e-07,2.1e-07,8e-08,3e-08,0.0,0.0,0.0,0.0
"(950, 975]",main,asset,future_receivables,0.0,130.1446695,264.76433498,343.78461646,400.20968086,438.10632195,467.92618027,492.47474153,512.85612512,529.21479868,541.68928796,552.31789761,561.9516003,569.76039943,576.85081236,583.43734512,589.69182361,595.69552745,601.52291853,607.21996526,612.82211286,618.3643027,623.87902998,629.37448639,634.85975375,640.334243,644.92961953,649.05756085,652.89785528,656.54779141,660.07153393,663.51384144,666.90119337,670.25605989,673.59954002,676.9508873,680.31530182,683.69831594,687.0998954,690.52004671,693.95881478,697.41627996,700.89253261,704.38767378,707.90180504,711.43502854,714.98744694,718.55916347,722.15028193,725.76090665,729.39114252,733.04109502,736.71087018,740.4005746,744.11031544,747.84020046,751.59033798,755.36083691,759.15180674,762.96335756,766.79560004,770.64864543,774.52260561,778.41759304,782.33372078,786.27110251,790.22985251,794.21008569,798.21191756,802.23546425,806.28084252,810.34816976,814.43756398,818.54914383,822.6830286,826.83933821,831.01819324,835.21971489,839.44402504,843.69124621,847.96150158,852.25491499,856.57161095,860.91171462,865.27535185,869.66264917,874.07373377,878.50873353,882.96777703,887.45099352,891.95851296,896.49046598,901.04698395,905.62819893,910.23424366,914.86525164,919.52135704,924.2026948,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"(950, 975]",main,asset,future_receivables_next,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.23408013,0.24636055,0.25655634,0.26473977,0.27098013,0.2762971,0.28111636,0.28502271,0.28856969,0.2918646,0.29499341,0.29799676,0.30091192,0.30376186,0.30656434,0.30933682,0.31209556,0.31484467,0.31758867,0.32032729,0.32262612,0.32469113,0.32661223,0.32843811,0.33020087,0.33192288,0.33361741,0.33529568,0.33696825,0.33864477,0.34032781,0.34202017,0.34372181,0.34543274,0.34715298,0.34888258,0.35062158,0.35237002,0.35412797,0.35589546,0.35767256,0.35945931,0.36125577,0.36306198,0.36487801,0.3667039,0.3685397,0.37038548,0.37224128,0.37410715,0.37598316,0.37786935,0.37976579,0.38167252,0.38358959,0.38551708,0.38745503,0.3894035,0.39136254,0.39333222,0.39531258,0.39730369,0.39930561,0.40131839,0.40334209,0.40537677,0.40742249,0.40947931,0.41154729,0.41362648,0.41571696,0.41781877,0.41993198,0.42205665,0.42419285,0.42634063,0.42850006,0.43067119,0.4328541,0.43504885,0.43725549,0.4394741,0.44170474,0.44394747,0.44620236,0.44846947,0.45074887,0.45304062,0.45534479,0.45766146,0.45999067,0.46233251,929.37408758,-372.46758025,-200.8055358,-126.63327487,-86.89475602,-60.77606516,-42.58082832,-31.2757648,-21.80220832,-12.87016938,-4.63403838,-2.39499948,0.0,0.0,0.0
"(950, 975]",main,asset,pre_loss,0.0,0.0,0.0,0.45004951,4.18393963,7.69183384,11.29555569,14.74708193,15.5296236,16.1497837,16.91658915,17.56255655,17.69326108,18.08664578,18.1246149,17.78981251,17.50401653,16.7621198,15.93348606,15.15754437,14.44637376,13.9854334,13.67346485,13.48533419,13.38009705,13.27539949,13.17124392,13.06763414,12.96457221,12.86206098,12.76010288,12.6587,12.55785387,12.49825348,12.47589286,12.49005395,12.53995728,12.58975033,12.63943326,12.68900625,12.73846946,12.78782305,12.8370672,12.88620208,12.93522785,12.98414468,13.03295274,13.08165218,13.13024319,13.17872592,13.22710055,13.27536723,13.32352613,13.37157743,13.41952127,13.46735784,13.51508728,13.56270978,13.61022548,13.65763456,13.70493719,13.75213351,13.7992237,13.84620792,13.89308633,13.9398591,13.98652639,14.03308836,14.07954516,14.12589698,14.17214395,14.21828626,14.26432405,14.31025749,14.35608675,14.40181197,14.44743332,14.49295097,14.53836506,14.58367577,14.62888324,14.67398765,14.71898914,14.76388788,14.80868403,14.85337774,14.89796917,14.94245849,14.98684584,15.03113139,15.07531529,15.1193977,15.16337878,15.20725868,15.25103757,15.29471559,15.3382929,15.38176966,15.42514603,15.46836292,15.51142573,11.30575746,7.48771014,3.71682454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(950, 975]",main,liabi,curr_payables,0.0,-351.93362698,-584.7702593,-639.16622355,-676.56793369,-692.55910957,-713.55224979,-732.88605611,-751.11423916,-769.13691653,-786.97459699,-802.81629257,-817.76796425,-827.81364887,-836.79122252,-845.56378513,-854.18913926,-862.74292649,-871.22877918,-879.66897773,-888.06112508,-896.40583031,-904.70561269,-912.9845106,-921.2417666,-929.48701859,-935.37176549,-940.88462006,-946.25386552,-951.56081279,-956.83819948,-962.10527448,-967.37430109,-972.64936438,-977.93195479,-983.22403124,-988.53957425,-993.87840799,-999.24616536,-1004.64296178,-1010.06891582,-1015.52414982,-1021.00881196,-1026.52305061,-1032.06702497,-1037.64089511,-1043.24482192,-1048.87896721,-1054.54349361,-1060.23856465,-1065.96434472,-1071.72099911,-1077.508694,-1083.32759643,-1089.17787438,-1095.05969671,-1100.97323319,-1106.91865449,-1112.89613222,-1118.90583888,-1124.94794794,-1131.02263376,-1137.13007166,-1143.27043788,-1149.44390964,-1155.65066507,-1161.8908833,-1168.16474439,-1174.47242938,-1180.81412027,-1187.19000005,-1193.60025269,-1200.04506315,-1206.52461737,-1213.0391023,-1219.58870589,-1226.17361711,-1232.79402592,-1239.45012331,-1246.14210132,-1252.87015297,-1259.63447238,-1266.43525465,-1273.27269597,-1280.14699357,-1287.05834573,-1294.0069518,-1300.9930122,-1308.01672844,-1315.07830308,-1322.1779398,-1329.31584335,-1336.4922196,-1343.7072755,-1350.96121912,-1358.25425966,-1365.58660743,-1372.95847387,-1380.37007156,-366.54534572,-197.61272778,-124.6198058,-85.5131294,-59.80972573,-41.90379315,-30.77848014,-21.45555321,-12.66553369,-4.56035717,-2.35691899,0.0,0.0,0.0
"(950, 975]",main,liabi,debt,0.0,-0.23543209,-7.28116551,-14.59002248,-21.91239792,-27.13385008,-32.49600292,-42.80002127,-47.10311711,-51.40233372,-55.67931924,-59.95740712,-64.21336236,-66.43148738,-68.63771893,-70.85003011,-73.05100549,-82.11573721,-87.46887501,-87.37228791,-87.27641443,-87.18124519,-87.08677096,-86.99298263,-86.89987124,-86.80742794,-86.71564401,-86.62451086,-86.53402001,-86.44416313,-86.35493197,-86.26631844,-86.17779208,-86.08935283,-86.00100058,-85.91273526,-85.82455677,-85.73646505,-85.64845999,-85.56054151,-85.47270953,-85.38496397,-85.29730473,-85.20973174,-85.1222449,-85.03484414,-84.94752937,-84.8603005,-84.77315745,-84.68610014,-84.59912848,-84.51224238,-84.42544177,-84.33872656,-84.25209666,-84.16555199,-84.07909246,-83.992718,-83.90642852,-83.82022394,-83.73410416,-83.64806912,-83.56211872,-83.47625288,-83.39047152,-83.30477456,-83.21916191,-83.13363349,-83.04818921,-82.962829,-82.87755277,-82.79236044,-82.70725193,-82.62222715,-82.53728602,-82.45242846,-82.36765439,-82.28296372,-82.19835637,-82.11383227,-82.02939132,-81.94503345,-81.86075857,-81.77656661,-81.69245748,-81.6084311,-81.52448739,-81.44062627,-81.35684765,-81.27315146,-81.18953762,-81.10600603,-81.02255663,-80.93918933,-80.85590406,-80.77270072,-80.68957924,-80.60653955,-80.52358155,-80.52358061,-80.52358048,-80.52358042,-80.52358039,-80.52358037,-80.52358036,-80.52358035,-80.52358034,-80.52358034,-80.52358033,-80.52358033,-80.52358033,-80.52358033,-80.52358033
"(950, 975]",main,liabi,deferred_revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(950, 975]",main,liabi,future_payables,0.0,-130.1446695,-264.76433498,-343.78461646,-400.20968086,-438.10632195,-468.1602604,-492.95518221,-513.59312214,-530.21653547,-542.96200489,-553.86691164,-563.78173068,-571.87555252,-579.25453514,-586.1329325,-592.68240441,-598.98410501,-605.11240801,-611.1132166,-617.02192853,-622.87345519,-628.70027804,-634.51057911,-640.31343514,-646.10825168,-651.02625433,-655.47888678,-659.64579344,-663.62416769,-667.47811107,-671.25234147,-674.9733108,-678.663473,-682.34392138,-686.03391343,-689.73865576,-693.46369005,-697.20899133,-700.97457537,-704.76049643,-708.56684418,-712.39371841,-716.2412296,-720.10948883,-723.99860779,-727.90869875,-731.8398746,-735.79224882,-739.76593552,-743.76104941,-747.77770581,-751.81602068,-755.87611057,-759.95809269,-764.06208486,-768.18820554,-772.33657383,-776.50730945,-780.70053278,-784.91636485,-789.15492733,-793.41634254,-797.70073346,-802.00822374,-806.33893769,-810.69300028,-815.07053715,-819.47167463,-823.89653971,-828.34526008,-832.81796409,-837.3147808,-841.83583997,-846.38127202,-850.95120812,-855.5457801,-860.16512052,-864.80936265,-869.47864047,-874.17308869,-878.89284272,-883.63803873,-888.4088136,-893.20530493,-898.0276511,-902.8759912,-907.75046506,-912.6512133,-917.57837726,-922.53209906,-927.51252155,-932.51978839,-937.55404398,-942.61543351,-947.70410294,-952.82019902,-957.96386929,-963.13526207,-590.66768182,-389.86214602,-263.22887115,-176.33411512,-115.55804996,-72.97722163,-41.70145683,-19.89924851,-7.02907913,-2.39504074,-4.126e-05,-4.126e-05,-4.126e-05,-4.126e-05
"(950, 975]",main,pandl,collections_costs,0.0,0.0,0.00884983,0.08149319,0.15592134,0.23155907,0.31097328,0.39308523,0.47268733,0.55529009,0.63897524,0.71672593,0.79598621,0.87221323,0.94342787,1.01141618,1.07454025,1.13441299,1.19146436,1.24639312,1.30060524,1.35411044,1.40691828,1.45903821,1.5104795,1.56125132,1.61136271,1.66082257,1.70963966,1.75782263,1.80538001,1.85232019,1.89921419,1.94606206,1.99286383,2.03961956,2.08632929,2.13299307,2.17961093,2.22618293,2.27270911,2.31918951,2.36562419,2.41201318,2.45835653,2.50465429,2.55090649,2.59711319,2.64327444,2.68939026,2.73546072,2.78148585,2.82746569,2.8734003,2.91928972,2.96513399,3.01093315,3.05668726,3.10239635,3.14806047,3.19367967,3.23925398,3.28478345,3.33026813,3.37570806,3.42110329,3.46645385,3.51175979,3.55702116,3.602238,3.64741036,3.69253827,3.73762178,3.78266094,3.82765578,3.87260636,3.91751271,3.96237488,4.00719292,4.05196686,4.09669675,4.14138263,4.18602455,4.23062255,4.27517667,4.31968695,4.36415345,4.40857619,4.45295523,4.49729061,4.54158237,4.58583056,4.63003521,4.67419637,4.71831408,4.76238839,4.80641933,4.85040695,4.8943513,4.93825242,4.93825242,4.93825242,4.93825242,4.93825242,4.93825242,4.93825242,4.93825242,4.93825242,4.93825242,4.93825242,4.93825242,4.93825242,4.93825242
"(950, 975]",main,pandl,cost_fee_swipe,0.0,0.37849728,0.98434598,1.6273072,2.30020289,2.98339199,3.68475015,4.40339602,5.13856736,5.89010484,6.65786743,7.44049255,8.23735623,9.04345997,9.85807911,10.68107509,11.51235349,12.35186772,13.19957283,14.05543747,14.91942496,15.79149912,16.67162548,17.55978609,18.4559625,19.36014287,20.26978971,21.18465814,22.10465945,23.02976061,23.95995103,24.89523333,25.83561687,26.78111386,27.73173756,28.68750263,29.64843333,30.61455383,31.58589222,32.56247669,33.54433558,34.53149733,35.52399056,36.52184401,37.52508659,38.53374736,39.54785554,40.5674405,41.59253177,42.62315905,43.65935218,44.70114118,45.74855622,46.80162764,47.86038594,48.92486178,49.99508598,51.07108955,52.15290364,53.24055958,54.33408887,55.43352318,56.53889434,57.65023436,58.76757543,59.89094989,61.02039027,62.15592929,63.29759981,64.44543489,65.59946778,66.75973187,67.92626076,69.09908823,70.27824823,71.4637749,72.65570255,73.85406571,75.05889905,76.27023745,77.48811599,78.71256991,79.94363467,81.18134589,82.4257394,83.67685123,84.93471758,86.19937486,87.47085968,88.74920884,90.03445934,91.32664837,92.62581334,93.93199184,95.24522167,96.56554084,97.89298756,99.22760024,100.56941751,100.82011684,100.95527441,101.04050835,101.0989952,101.13990217,101.16856234,101.18961334,101.2042879,101.21295052,101.21606958,101.2176816,101.2176816,101.2176816,101.2176816
"(950, 975]",main,pandl,cost_fee_volume,0.0,0.9105218,2.33839038,3.82810501,5.37663283,6.94106702,8.54355486,10.18313457,11.85851988,13.56940671,15.31553001,17.09461757,18.90559572,20.73679624,22.58701974,24.45603804,26.34370585,28.24995015,30.17469882,32.11789919,34.07948231,36.05938011,38.05752751,40.07388704,42.10842052,44.16110089,46.22582537,48.30220376,50.39010704,52.48949928,54.60038218,56.72277963,58.8567235,61.00225045,63.15939905,65.32821025,67.50874114,69.70104878,71.90519683,74.12124925,76.3492703,78.58932455,80.84147689,83.10579256,85.38233716,87.67117663,89.97237727,92.28600573,94.61212904,96.95081456,99.30213003,101.66614355,104.04292361,106.43253902,108.835059,111.25055313,113.67909137,116.12074405,118.57558187,121.04367593,123.5250977,126.01991903,128.52821218,131.05004978,133.58550485,136.1346508,138.69756145,141.27431101,143.86497409,146.46962569,149.08834124,151.72119654,154.36826784,157.02963175,159.70536535,162.39554608,165.10025184,167.81956092,170.55355204,173.30230435,176.06589742,178.84441125,181.63792627,184.44652335,187.27028377,190.10928927,192.96362203,195.83336467,198.71860025,201.61941226,204.53588468,207.46810191,210.41614882,213.38011071,216.36007337,219.35612305,222.36834644,225.39683071,228.44166351,228.86068954,229.08659577,229.2290582,229.3268148,229.39518787,229.44309131,229.47827654,229.50280403,229.51728297,229.52249626,229.52519063,229.52519063,229.52519063,229.52519063
"(950, 975]",main,pandl,fx_spread_rev_taxes,0.0,0.06677354,0.16654934,0.26628072,0.36812179,0.46965088,0.57302667,0.67837202,0.78568399,0.8949535,1.00617351,1.11934527,1.23446141,1.3507257,1.46814099,1.5867081,1.70643004,1.82730797,1.94934262,2.07253392,2.19688004,2.32237915,2.44902945,2.57682916,2.70577651,2.83586975,2.96666158,3.09815658,3.23035938,3.36327461,3.49690694,3.63126106,3.76634085,3.90215024,4.03869314,4.17597354,4.31399539,4.45276269,4.59227948,4.73254978,4.87357767,5.01536722,5.15792255,5.30124779,5.44534708,5.5902246,5.73588455,5.88233115,6.02956864,6.17760127,6.32643335,6.47606918,6.62651309,6.77776945,6.92984263,7.08273704,7.2364571,7.39100726,7.54639202,7.70261585,7.85968329,8.01759888,8.1763672,8.33599285,8.49648044,8.65783463,8.82006009,8.98316151,9.14714361,9.31201115,9.4777689,9.64442165,9.81197423,9.9804315,10.14979833,10.32007962,10.4912803,10.66340533,10.83645969,11.0104484,11.18537648,11.361249,11.53807106,11.71584776,11.89458427,12.07428574,12.25495739,12.43660443,12.61923214,12.80284578,12.98745069,13.1730522,13.35965568,13.54726654,13.7358902,13.92553211,14.11619778,14.30789272,14.50062247,14.50062247,14.50062247,14.50062247,14.50062247,14.50062247,14.50062247,14.50062247,14.50062247,14.50062247,14.50062247,14.50062247,14.50062247,14.50062247,14.50062247
"(950, 975]",main,pandl,fx_spread_revenues,0.0,-1.43599005,-3.58170631,-5.72646708,-7.91659758,-10.100019,-12.32315419,-14.58864553,-16.89642986,-19.24631179,-21.63813999,-24.07194138,-26.5475572,-29.04786453,-31.57292457,-34.12275479,-36.69742017,-39.29694553,-41.92134659,-44.57062191,-47.24473197,-49.9436376,-52.66730006,-55.41568093,-58.18874222,-60.98644624,-63.79917366,-66.62702321,-69.47009417,-72.32848628,-75.20229985,-78.09163567,-80.99657745,-83.91720936,-86.85361602,-89.8058825,-92.77409432,-95.75833749,-98.75869846,-101.77526413,-104.80812191,-107.85735965,-110.92306568,-114.0053288,-117.10423831,-120.21988396,-123.352356,-126.50174517,-129.66814269,-132.85164027,-136.05233012,-139.27030493,-142.50565792,-145.75848279,-149.02887374,-152.31692548,-155.62273325,-158.94639278,-162.28800033,-165.64765265,-169.02544705,-172.42148133,-175.83585384,-179.26866345,-182.72000956,-186.18999211,-189.67871157,-193.18626896,-196.71276584,-200.25830431,-203.82298703,-207.4069172,-211.01019859,-214.63293552,-218.27523287,-221.93719609,-225.61893119,-229.32054476,-233.04214396,-236.78383651,-240.54573074,-244.32793553,-248.13056038,-251.95371536,-255.79751112,-259.66205893,-263.54747065,-267.45385874,-271.38133625,-275.33001687,-279.30001488,-283.29144517,-287.30442327,-291.33906531,-295.39548807,-299.47380891,-303.57414589,-307.69661764,-311.84134346,-311.84134346,-311.84134346,-311.84134346,-311.84134346,-311.84134346,-311.84134346,-311.84134346,-311.84134346,-311.84134346,-311.84134346,-311.84134346,-311.84134346,-311.84134346,-311.84134346
"(950, 975]",main,pandl,i_fee_rev_taxes,0.0,0.63677273,1.69531811,2.85273829,4.07804946,5.33244065,6.62490928,7.9524339,9.31300501,10.70624945,12.13183127,13.58612243,15.06750548,16.56709787,18.08295804,19.61471329,21.16209593,22.72497582,24.30322944,25.89677383,27.50552171,29.12938694,30.76828794,32.42218683,34.09104434,35.77483873,37.469299,39.17374896,40.88792738,42.61172084,44.34507538,46.08797206,47.84041426,49.60241279,51.37398114,53.1551364,54.94592104,56.74637721,58.55655732,60.37651398,62.2063,64.04596842,65.89557256,67.755166,69.6248026,71.50453652,73.39442221,75.29451442,77.20486817,79.1255388,81.05658195,82.99805354,84.9500098,86.91250727,88.88560279,90.86935349,92.86381684,94.86905059,96.88511282,98.91206191,100.94995655,102.99885576,105.05881888,107.12990555,109.21217574,111.30568976,113.41050822,115.52669207,117.65430258,119.79340134,121.94405031,124.10631175,126.28024825,128.46592276,130.66339856,132.87273926,135.09400884,137.32727158,139.57259216,141.83003555,144.09966712,146.38155257,148.67575794,150.98234965,153.30139446,155.63295951,157.97711227,160.3339206,162.70345272,165.0857772,167.48096299,169.88907943,172.3101962,174.74438337,177.1917114,179.6522511,182.12607369,184.61325074,187.11385425,187.78010564,188.13929654,188.36581181,188.5212448,188.62995799,188.70612445,188.76206897,188.80106767,188.82408919,188.83237832,188.83666238,188.83666238,188.83666238,188.83666238
