mth,lusa_band,current_to_30_roll_rate,30_to_60_roll_rate,60_to_90_roll_rate,90_to_120_roll_rate,120_to_150_roll_rate,150_to_180_roll_rate,Provision_rate_current,Provision_rate_0_to_30,Provision_rate_30_to_60,Provision_rate_60_to_90,Provision_rate_90_to_120,Provision_rate_120_to_150
8,50,0.186456732,0.453207895,0.960991549,0.968351397,0.97956313,0.923866153,0.069742201,0.374039598,0.825315714,0.858816829,0.886885517,0.90538883
8,100,0.195601759,0.478456246,0.778626874,0.878294459,0.971793364,0.983264058,0.059931436,0.30639518,0.640382863,0.822451529,0.936418898,0.963598777
8,150,0.142093796,0.372498642,0.723983255,0.953335816,0.902503278,0.989459628,0.031970335,0.224994586,0.604014512,0.834293484,0.875130746,0.969670436
8,200,0.14521123,0.426927357,0.789085616,0.96351318,0.989559432,0.987169682,0.045122769,0.310738838,0.727849442,0.922396034,0.957325808,0.967426288
8,250,0.15222493,0.394791079,0.79989214,0.860921457,0.970727376,0.977302363,0.038476927,0.252763636,0.640246574,0.800416134,0.929720275,0.957756315
8,300,0.133041041,0.449833171,0.761211716,0.924861969,0.959971474,0.985051365,0.039044762,0.293479076,0.652417597,0.857077713,0.926708787,0.965350338
8,350,0.136549051,0.376502904,0.746345929,0.941853932,0.931416018,0.988384112,0.032604405,0.238774304,0.634189806,0.849726356,0.902184858,0.96861643
8,400,0.114070417,0.441382161,0.673298429,0.924573233,0.935560654,0.978194448,0.028109942,0.246426218,0.558305794,0.829210006,0.896857032,0.958630559
8,450,0.121249678,0.331790452,0.695055253,0.879119125,0.98857151,0.971236896,0.023129747,0.190761303,0.574945126,0.827193411,0.940934382,0.951812158
8,500,0.108314476,0.387602109,0.702517881,0.924688229,0.941112366,0.970775403,0.024418089,0.225436983,0.581619598,0.82790718,0.895336562,0.951359895
8,550,0.100393198,0.389556505,0.726939083,0.925445001,0.906237503,0.969226288,0.022647312,0.225586125,0.579084478,0.796606609,0.860782227,0.949841762
8,600,0.091127122,0.385598576,0.761716198,0.921606222,0.96026911,0.974481585,0.022621132,0.248237096,0.643770779,0.845158316,0.917049274,0.954991953
8,650,0.090319429,0.356288003,0.702295914,0.887364687,0.964471815,0.970494493,0.018395575,0.203672397,0.57165101,0.813974564,0.917294294,0.951084603
8,700,0.072850731,0.342555517,0.644600477,0.817267417,0.927890219,0.920106656,0.010999692,0.150989455,0.440773678,0.683793596,0.836682807,0.901704523
8,750,0.068654586,0.324856911,0.728990376,0.889288089,0.965501945,0.972786615,0.013308305,0.193844372,0.596706935,0.818538838,0.920442822,0.953330883
8,800,0.051261934,0.304533205,0.711752877,0.918726736,0.928425249,0.951942764,0.008841564,0.172478154,0.566368958,0.795738206,0.866131544,0.932903909
8,850,0.04068694,0.27854504,0.627312262,0.897241063,0.955020889,0.962129295,0.005744018,0.141175954,0.506833488,0.807944494,0.900476503,0.942886709
8,900,0.033051462,0.266968839,0.707831726,0.920654738,0.9398903,0.989999123,0.005243438,0.158644655,0.594244089,0.839527344,0.911880762,0.970199141
8,950,0.022918264,0.208636728,0.579298292,0.979643516,0.975005459,0.962343034,0.002495203,0.108873982,0.52183517,0.900805643,0.919523917,0.943096173
9,0,0.2,0.382372341,0.646527281,0.909385566,0.983066399,0.975375944,0.042250548,0.21125274,0.552479134,0.854533366,0.939682131,0.955868425
9,50,0.2,0.468439729,0.784204775,0.922210745,0.976222655,1,0.064821389,0.324106947,0.69188612,0.882277361,0.956698202,0.98
9,100,0.170739303,0.417306062,0.683967169,0.9677162,0.918152978,1,0.042433865,0.248530151,0.595558449,0.870741281,0.899789919,0.98
9,150,0.151740361,0.488345408,0.739026494,0.927568853,0.894030334,1,0.044505401,0.293299689,0.600598848,0.812689198,0.876149727,0.98
9,200,0.137680655,0.454441214,0.703531485,0.964793025,0.879908083,0.916516525,0.033563869,0.24378057,0.536440274,0.76249647,0.790321293,0.898186195
9,250,0.137505208,0.372470531,0.714903164,0.917441184,0.964571652,0.791147823,0.02512203,0.18269875,0.490505248,0.686114249,0.747856387,0.775324866
9,300,0.132475371,0.389439158,0.658923417,0.905462912,0.975077028,0.986280123,0.029009861,0.218983053,0.562303633,0.853367202,0.942465109,0.96655452
9,350,0.133866181,0.419820724,0.697043271,0.939301903,0.955797674,0.960613652,0.033108575,0.247325909,0.589122678,0.845173753,0.899789248,0.941401379
9,400,0.118339062,0.375569743,0.699593919,0.949425341,0.979273329,0.938048967,0.026575477,0.224570628,0.597946539,0.85470517,0.900234209,0.919287988
9,450,0.117093788,0.422095789,0.700014081,0.942189475,0.974008451,0.906380684,0.028202613,0.2408549,0.570616686,0.815150297,0.865165998,0.888253071
9,500,0.111909047,0.418710178,0.678885744,0.926011186,0.946975453,0.967483392,0.026448433,0.236338653,0.56444449,0.831427814,0.897859363,0.948133724
9,550,0.108010098,0.360575719,0.739355163,0.856545157,0.98929477,0.958558231,0.02292105,0.212212099,0.588536854,0.79601372,0.929330711,0.939387066
9,600,0.092465202,0.378959249,0.745688493,0.909942867,0.972022943,0.970980917,0.021991542,0.237835875,0.627602771,0.841642022,0.924939414,0.951561298
9,650,0.084094375,0.380806661,0.729411046,0.846283801,0.964276013,0.944335753,0.017640615,0.209771639,0.550861266,0.75521377,0.892388309,0.925449038
9,700,0.073007203,0.364483417,0.625509205,0.875896518,0.91281911,0.969295186,0.012641449,0.173153444,0.475065356,0.759485794,0.867095346,0.949909283
9,750,0.068207761,0.320604387,0.709564276,0.833876568,0.974690574,0.962228849,0.011892358,0.174354912,0.543831961,0.766430864,0.919117882,0.942984272
9,800,0.049617734,0.317974165,0.666901925,0.840566602,0.910823358,0.976132632,0.007706052,0.155308421,0.488430942,0.732387962,0.871302714,0.95660998
9,850,0.04141294,0.281790034,0.670146834,0.864438621,0.913526993,0.974798278,0.005899674,0.142459683,0.505552597,0.754390785,0.872694448,0.955302312
9,900,0.032607014,0.282944249,0.668958149,0.844143466,0.984744105,0.96456764,0.004849637,0.148729883,0.525650843,0.785775378,0.930855251,0.945276287
9,950,0.023920531,0.230343149,0.607258329,0.849150331,0.8496746,0.961755615,0.002275347,0.095121087,0.412953837,0.680029926,0.800835731,0.942520502
10,0,0.18794152,0.433236688,0.810138086,0.645938073,0.937019168,1,0.03912663,0.208185132,0.480534401,0.593151229,0.918278785,0.98
10,50,0.170669674,0.503446058,0.686909056,0.900439098,0.897374222,1,0.046737185,0.273845871,0.543942824,0.791870218,0.879426737,0.98
10,100,0.191339647,0.411780305,0.730345886,0.883043882,0.98329789,0.990703242,0.048510548,0.253531083,0.615695019,0.843018399,0.95467328,0.970889177
10,150,0.158885566,0.382480568,0.793371191,0.917283628,0.97472617,1,0.042245708,0.265887638,0.695166397,0.876218351,0.955231647,0.98
10,200,0.146228704,0.487615202,0.677108796,0.798921948,0.89784842,0.882829381,0.029962535,0.20490187,0.420212227,0.620597796,0.776794026,0.865172794
10,250,0.148067101,0.468617538,0.628792181,0.950559821,1,1,0.040643376,0.274492953,0.585750491,0.931548625,0.98,0.98
10,300,0.126236427,0.423778892,0.774406482,0.794408224,0.964025406,0.989408265,0.030762868,0.243692476,0.575046282,0.742563881,0.93473841,0.9696201
10,350,0.126990083,0.332022741,0.656430157,0.903715079,0.995044882,0.991867137,0.024192455,0.190506646,0.573775898,0.874085219,0.967213272,0.972029794
10,400,0.116357937,0.406849442,0.679341605,0.927586389,0.942696621,0.911491351,0.025120189,0.215887195,0.53063166,0.781096957,0.842074621,0.893261524
10,450,0.107239239,0.379196302,0.692520999,0.817596073,0.942446702,0.992934698,0.021115099,0.196897136,0.519248566,0.749794687,0.917072271,0.973076004
10,500,0.110388633,0.383844242,0.748020384,0.94100283,0.957197465,0.969779836,0.027132169,0.245787707,0.640331884,0.856035341,0.909705385,0.950384239
10,550,0.099015999,0.394144557,0.743007546,0.900047314,0.975734138,0.994097889,0.024808825,0.250553703,0.635689871,0.855563143,0.950575742,0.974215931
10,600,0.08927894,0.392516066,0.697146925,0.922120664,0.964999359,0.965626572,0.020572205,0.230426178,0.587049036,0.842073622,0.913192443,0.946314041
10,650,0.077782169,0.385210015,0.606641058,0.885795519,0.950485647,0.960739789,0.014408551,0.185242343,0.480886622,0.792703717,0.894905992,0.941524993
10,700,0.071802929,0.338208449,0.643281448,0.907370123,0.983520082,0.994693252,0.013589723,0.189264183,0.559608086,0.869927289,0.958734773,0.974799387
10,750,0.06156481,0.334352198,0.732146518,0.898950624,0.97227436,0.965052704,0.012457661,0.202350351,0.605201199,0.826612139,0.91953008,0.94575165
10,800,0.051211939,0.366073652,0.626990226,0.828614185,0.95549316,0.986986917,0.009001562,0.175770772,0.480151388,0.765803625,0.924198064,0.967247179
10,850,0.044421428,0.389376715,0.676806323,0.909368147,0.921641838,0.972889012,0.009354449,0.210584148,0.540823682,0.799081899,0.878722113,0.953431231
10,900,0.029661426,0.283523277,0.613258549,0.824192838,0.995735004,0.978236525,0.004057578,0.13679647,0.482487617,0.786760523,0.954583062,0.958671794
10,950,0.025114868,0.219507115,0.599442547,0.903719926,0.978070793,0.938872381,0.002687595,0.107012116,0.487510925,0.813273811,0.89991798,0.920094933
11,0,0.2,0.6,0.598758868,0.967462325,1,0.946169206,0.064455822,0.32227911,0.53713185,0.897075398,0.927245822,0.927245822
11,50,0.166321706,0.327300781,0.673824904,0.845490786,1,1,0.030393309,0.182738078,0.558318493,0.828580971,0.98,0.98
11,100,0.195780446,0.462414264,0.739585043,1,1,0,0,0,0,0,0,0
11,150,0.166793936,0.473173009,0.899909313,0.673274511,0.942925928,1,0.044187028,0.264919872,0.559879509,0.622151033,0.924067409,0.98
11,200,0.140583664,0.442060076,0.862411656,0.956941532,1,0.988934111,0.049706091,0.353569463,0.7998222,0.927425081,0.969155429,0.969155429
11,250,0.146440224,0.378824964,0.829851244,0.936787068,0.932084298,1,0.039393211,0.269005398,0.710104727,0.855701226,0.913442612,0.98
11,300,0.12906353,0.417464559,0.71372895,0.943388996,0.821859218,0.982091893,0.028696102,0.222340902,0.53259827,0.746219234,0.79099845,0.962450056
11,350,0.141934929,0.31240147,0.645424254,0.953584157,0.954848907,0.993037587,0.025359056,0.178666774,0.571913999,0.886105527,0.929236838,0.973176835
11,400,0.11478757,0.408366604,0.71967835,0.912762855,0.98599762,1,0.029753867,0.259208093,0.634743612,0.881982363,0.966277668,0.98
11,450,0.109603061,0.402128557,0.654553102,0.874818644,0.962335436,1,0.023801431,0.217160276,0.540026994,0.825031602,0.943088727,0.98
11,500,0.101378889,0.415295527,0.747284015,0.91281627,0.972085099,0.971529646,0.026580324,0.262187955,0.631328628,0.844830902,0.925521302,0.952099053
11,550,0.094096142,0.370591583,0.699306992,0.909731681,0.979886047,0.989081847,0.021070869,0.223929145,0.604247789,0.864066563,0.949803751,0.96930021
11,600,0.089944135,0.321146756,0.679850083,0.928049857,0.923064452,0.973734808,0.016053127,0.178478867,0.555754848,0.817466765,0.880843587,0.954260112
11,650,0.082495622,0.321691924,0.733270737,0.908661102,0.940537974,0.910282743,0.014835974,0.179839534,0.559042738,0.762396084,0.839032377,0.892077088
11,700,0.075981974,0.289716711,0.747703968,0.888990816,0.968820406,0.967499308,0.013440985,0.176897023,0.610586188,0.816614883,0.918586411,0.948149322
11,750,0.063011932,0.327666768,0.553226508,0.957790907,0.876821629,0.983464736,0.009245385,0.146724355,0.44778528,0.809406768,0.845076689,0.963795441
11,800,0.050190793,0.277608126,0.717594183,0.923602818,0.970521373,0.984130493,0.008643791,0.172218658,0.620366056,0.864508201,0.936017284,0.964447883
11,850,0.044835139,0.276816963,0.617793428,0.879511881,0.926944059,0.983133791,0.006022661,0.134329042,0.485263044,0.785477836,0.893083826,0.963471115
11,900,0.0339275,0.294650274,0.659272938,0.91850742,0.995433563,0.982203949,0.005800249,0.170960114,0.580213661,0.880081112,0.958164401,0.96255987
11,950,0.02535614,0.164205536,0.433677957,0.87819764,0.957205964,0.947578789,0.00140954,0.055589685,0.338537214,0.78061891,0.888887506,0.928627213
12,0,0.160187267,0.539143634,0.378938363,1,0,0,0,0,0,0,0,0
12,50,0.190904854,0.6,0.976200481,0.991832618,0.991354909,1,0.107745927,0.564395953,0.940659922,0.963592972,0.971527811,0.98
12,100,0.191372178,0.256643693,0.863658865,0.916666673,0,0,0,0,0,0,0,0
12,150,0.165668283,0.353801359,0.540886064,0.722137588,1,1,0.022436272,0.135428889,0.382782274,0.707694836,0.98,0.98
12,200,0.13393707,0.311230272,0.755812617,0.984146119,0.832536545,0.500004132,0.012649091,0.094440555,0.303442702,0.401478746,0.407946278,0.490004049
12,250,0.138637751,0.341623,0.657550217,0.63270767,1,0,0,0,0,0,0,0
12,300,0.129547718,0.373952915,0.682511993,0.991436795,1,1,0.032125366,0.24798095,0.663134153,0.971608059,0.98,0.98
12,350,0.143579653,0.43958146,0.604811901,0.927180216,0.974410658,1,0.033797521,0.235392138,0.535491505,0.885385198,0.954922444,0.98
12,400,0.102350439,0.38163687,0.642688453,0.910858563,0.91553562,0,0,0,0,0,0,0
12,450,0.120144625,0.332290236,0.698717852,0.991302869,1,1,0.027099184,0.225554688,0.678788192,0.971476812,0.98,0.98
12,500,0.112403086,0.305340435,0.648926032,0.988506293,1,1,0.021575619,0.191948636,0.628638117,0.968736167,0.98,0.98
12,550,0.090990797,0.363484978,0.731331058,0.795676747,0.937417642,0.938768698,0.016597872,0.182412649,0.501843707,0.686205927,0.862417972,0.919993324
12,600,0.084037016,0.36842613,0.691369239,0.917653027,0.960920353,0.962503941,0.017804328,0.211862925,0.575048585,0.831753211,0.906391835,0.943253862
12,650,0.079525724,0.34559028,0.687894506,0.853670766,0.978871725,0.969352578,0.015007731,0.188715425,0.546066934,0.79382366,0.929894394,0.949965527
12,700,0.076245564,0.301089002,0.783454637,0.911104688,0.980724625,0.949564762,0.014955101,0.196143885,0.65144819,0.831507224,0.912636314,0.930573467
12,750,0.062765497,0.321942898,0.56676575,0.889360777,0.946165811,0.970473054,0.009165543,0.146028366,0.45358468,0.800303618,0.899863856,0.951063593
12,800,0.051689368,0.257479359,0.644705403,0.895003515,1,0.904706913,0.006808692,0.131723255,0.51158763,0.793521549,0.886612775,0.886612775
12,850,0.040665955,0.282687072,0.681409833,0.919317689,0.932876798,0.97625873,0.006427265,0.158050276,0.559099766,0.8205044,0.892514535,0.956733555
12,900,0.031342735,0.213185098,0.695165763,0.914742999,0.953204408,0.846161057,0.003358508,0.107154266,0.502634878,0.7230432,0.79043316,0.829237835
12,950,0.027653733,0.233383358,0.728110739,0.702016778,0.803624268,1,0.002598051,0.093949383,0.402553908,0.552874566,0.787551783,0.98
13,0,0.102101624,0.389854284,1,0,0,0,0,0,0,0,0,0
13,50,0.112718021,0.307219312,0.245581948,1,1,1,0.008334209,0.073938567,0.240670309,0.98,0.98,0.98
13,100,0.158624783,0.31678676,0.430904742,0,0,0,0,0,0,0,0,0
13,150,0.166680683,0.379177423,1,0.81010328,0.804711472,1,0.040377033,0.242241825,0.638861415,0.638861415,0.788617243,0.98
13,200,0.135624709,0.405409551,0.518537071,1,1,1,0.02794079,0.206015484,0.50816633,0.98,0.98,0.98
13,250,0.112782723,0.308504919,0.667580528,1,1,1,0.022763257,0.201832839,0.654228918,0.98,0.98,0.98
13,300,0.124668004,0.419126581,0.590539343,0.800157773,1,0.817344857,0.019776803,0.158635755,0.378491277,0.640924743,0.80099796,0.80099796
13,350,0.127963595,0.408736836,0.617027272,0.916527702,0.3064452,1,0.008882988,0.069418086,0.169835649,0.275248205,0.300316296,0.98
13,400,0.101665174,0.340452738,0.510974547,0.774674316,1,0,0,0,0,0,0,0
13,450,0.099195791,0.371245579,0.719544038,0.968137288,0.718264694,1,0.018057576,0.182039742,0.490348579,0.681471256,0.7038994,0.98
13,500,0.098654598,0.367748006,0.753737956,0.679882082,0.649476267,0.956008968,0.011312874,0.114671537,0.311820963,0.413699431,0.608487033,0.936888788
13,550,0.078640979,0.390866488,0.812357605,0.75973667,0.860158794,1,0.015991618,0.203349676,0.520253546,0.640424294,0.842955618,0.98
13,600,0.078951369,0.374024654,0.799898786,0.950815857,0.957746571,1,0.021079875,0.266998219,0.713851925,0.892427815,0.93859164,0.98
13,650,0.07265453,0.358737385,0.568705342,0.760450039,0.930483553,0.957166266,0.009838287,0.135411888,0.377468013,0.663732138,0.872814918,0.93802294
13,700,0.068143314,0.327503193,0.731806656,0.998178923,0.863760947,1,0.013799495,0.202506948,0.618335798,0.844944212,0.846485728,0.98
13,750,0.059045446,0.332963128,0.603015247,0.941596218,0.984419206,0.983099527,0.010587153,0.179305158,0.538513556,0.893034726,0.948426415,0.963437537
13,800,0.048040223,0.271512378,0.744812867,0.790632548,0.998445856,1,0.00751566,0.156445144,0.576198939,0.773615716,0.978476939,0.98
13,850,0.042555519,0.28349174,0.674860064,0.91206082,1,0.948828198,0.006904743,0.162252575,0.572336163,0.848081244,0.929851634,0.929851634
13,900,0.032000507,0.266057884,0.547971948,0.988998283,1,0.990268973,0.004477815,0.139929488,0.525936258,0.959786828,0.970463593,0.970463593
13,950,0.025938867,0.235286641,0.733607443,0.782798084,0.772034689,0.785312955,0.002082416,0.080281671,0.341207945,0.465109709,0.594163066,0.769606696
14,0,0.171544605,0.6,1,1,1,1,0.100868228,0.588,0.98,0.98,0.98,0.98
14,50,0.137369188,0.309720881,0,0,0,0,0,0,0,0,0,0
14,100,0.149590989,0.464671733,0.840356783,1,0,0,0,0,0,0,0,0
14,150,0.176933101,0.347729155,0.957449865,1,0.78521688,1,0.045329605,0.256196299,0.73676968,0.769512543,0.769512543,0.98
14,200,0.120237178,0.353798981,0.785964731,0.811133062,0.66927005,1,0.017787626,0.147937817,0.41814088,0.532009724,0.655884649,0.98
14,250,0.138954476,0.209567945,0.329100502,0,0,0,0,0,0,0,0,0
14,300,0.136444033,0.334275125,0.836062224,1,1,0,0,0,0,0,0,0
14,350,0.104763967,0.330949089,0.691973691,1,0.743766527,0.92819877,0.016231789,0.154936759,0.468158892,0.676555912,0.676555912,0.909634795
14,400,0.109404048,0.38939994,0.759561338,0.763286937,0.938956955,1,0.022727502,0.207739136,0.533485278,0.702359706,0.920177816,0.98
14,450,0.09072939,0.380680971,0.704966111,0.66005808,0.940263706,0.936468574,0.013868469,0.152855305,0.401531247,0.569575247,0.862916863,0.917739202
14,500,0.102437518,0.430081122,0.685487623,0.974734803,1,1,0.028848391,0.281619385,0.654805271,0.955240107,0.98,0.98
14,550,0.078460947,0.25341539,0.822170278,0.969512762,0.877939132,0.947233909,0.01291664,0.164625084,0.649625437,0.790134908,0.814981442,0.928289231
14,600,0.076686266,0.333191664,0.704394018,1,0.708257348,0.950098584,0.011868975,0.15477315,0.464516874,0.659456017,0.659456017,0.931096612
14,650,0.0759522,0.278735839,1,1,1,0.940849966,0.019519991,0.257003632,0.922032966,0.922032966,0.922032966,0.922032966
14,700,0.063947391,0.407758578,0.66819422,0.957515415,1,1,0.01634935,0.255668763,0.627010141,0.938365107,0.98,0.98
14,750,0.054438487,0.289569499,0.854587302,0.701617491,1,1,0.009262789,0.170151481,0.587601531,0.687585141,0.98,0.98
14,800,0.042601913,0.277127708,0.523112452,1,0.943226088,0.939808798,0.005365195,0.125937884,0.454439888,0.868723132,0.868723132,0.921012622
14,850,0.034604712,0.19519588,0.586025973,0.817000457,0.963436042,0.927874714,0.00283324,0.081874397,0.419447364,0.71574876,0.876068984,0.90931722
14,900,0.031928775,0.286722213,0.947107104,0.994220391,0.974354309,0.913536022,0.007519588,0.235511308,0.821391914,0.867264019,0.872305604,0.895265302
14,950,0.020286481,0.205996813,0.485863225,0.712388107,1,1,0.001417503,0.069874267,0.339200719,0.698140345,0.98,0.98
15,0,0.179650076,0.6,1,0.192228512,0,0,0,0,0,0,0,0
15,50,0.10646794,0.398081848,0,0,0,0,0,0,0,0,0,0
15,100,0.2,0.49797503,0,0,0,0,0,0,0,0,0,0
15,150,0.186665189,0.477204411,0,0,0,0,0,0,0,0,0,0
15,200,0.105872042,0.539203541,0.957606474,1,0,0,0,0,0,0,0,0
15,250,0.130791049,0.483014711,0.319640715,1,1,1,0.019789123,0.151303344,0.3132479,0.98,0.98,0.98
15,300,0.109116201,0.447906826,0.402167485,1,1,0,0,0,0,0,0,0
15,350,0.121989651,0.372462647,0.879713694,1,0.952820421,0,0,0,0,0,0,0
15,400,0.116959514,0.57951524,0.844779234,1,0.961076748,1,0.053929674,0.461096937,0.795659725,0.941855213,0.941855213,0.98
15,450,0.104328436,0.439936971,0.713670681,1,1,0,0,0,0,0,0,0
15,500,0.105758331,0.30534042,0.511743046,0.975710829,0.907572269,1,0.014340994,0.135601554,0.444099585,0.867817529,0.889420824,0.98
15,550,0.076406743,0.365123206,0.674161579,0.988689749,0.97452377,0.989658164,0.017575143,0.230020842,0.629981438,0.934466539,0.945156497,0.969865001
15,600,0.101713613,0.233195285,0.712312005,0.787502772,1,0,0,0,0,0,0,0
15,650,0.079983114,0.296111814,0.59246255,0.989861214,0.668291228,1,0.009096642,0.113732027,0.384084735,0.648285255,0.654925404,0.98
15,700,0.059050038,0.156644591,0.282530806,0.424207552,1,0,0,0,0,0,0,0
15,750,0.05929241,0.286120581,0.771882103,0.930014995,1,0,0,0,0,0,0,0
15,800,0.045086918,0.170803144,0.673331681,0.75814993,0.979536399,1,0.003773786,0.083700233,0.490039178,0.727782744,0.959945671,0.98
15,850,0.036148928,0.297925008,0.388675735,0.811824199,0.887025744,1,0.002954025,0.081718179,0.274291103,0.705706785,0.869285229,0.98
15,900,0.030054237,0.263838704,0.84207358,0.917847365,0.958990543,1,0.00575977,0.191645847,0.726375031,0.862602804,0.939810732,0.98
15,950,0.02460565,0.240420506,0.400208675,0.914209705,0.943706256,1,0.002001712,0.08135172,0.338372637,0.845490509,0.924832131,0.98
16,0,0.104253013,0.277297828,0,0,0,0,0,0,0,0,0,0
16,50,0.100322435,0.6,1,0.951242502,0,0,0,0,0,0,0,0
16,100,0.2,0.350768889,1,1,0,0,0,0,0,0,0,0
16,150,0.2,0.401320279,1,1,0,0,0,0,0,0,0,0
16,200,0.08319885,0.166993605,0,0,0,0,0,0,0,0,0,0
16,250,0.073287012,0.454716908,0,0,0,0,0,0,0,0,0,0
16,300,0.103541683,0.505218864,0.456139454,0,0,0,0,0,0,0,0,0
16,350,0.113271117,0.553433857,0.725964267,1,0.833336369,1,0.037166063,0.328115979,0.592872977,0.816669641,0.816669641,0.98
16,400,0.078417293,0.274924671,0.42033372,0.946298499,1,1,0.008403767,0.107167271,0.389805944,0.927372529,0.98,0.98
16,450,0.111112453,0.151448828,0.564758167,1,0,0,0,0,0,0,0,0
16,500,0.09649123,0.314674147,1,0.783517806,1,0,0,0,0,0,0,0
16,550,0.091915299,0.589189395,0.901186841,1,1,0,0,0,0,0,0,0
16,600,0.074587258,0.327768461,0.893210229,1,0,0,0,0,0,0,0,0
16,650,0.057986966,0.317573175,0.512338127,1,0,0,0,0,0,0,0,0
16,700,0.069156546,0.391682889,0.920019979,0.939079888,0.969194896,1,0.02222823,0.321419034,0.820610354,0.891948406,0.949810998,0.98
16,750,0.061517421,0.331329684,0.805472503,0.972513656,0.900000943,0,0,0,0,0,0,0
16,800,0.048029751,0.292507997,0.960280583,0.640739575,0.96164107,0.924294781,0.007529694,0.156771466,0.535956171,0.558124553,0.871063026,0.905808886
16,850,0.039970269,0.11885912,0.258568285,1,1,1,0.001203846,0.030118535,0.25339692,0.98,0.98,0.98
16,900,0.029679058,0.364360403,0.884504568,0.874330281,0.916977395,1,0.007515218,0.253216196,0.694960796,0.785706282,0.898637847,0.98
16,950,0.034157804,0.171129767,0.655448482,1,1,0.762962569,0.002864728,0.083867448,0.490081005,0.747703318,0.747703318,0.747703318
17,0,0.2,0.071444979,0,0,0,0,0,0,0,0,0,0
17,50,0.030658927,0,0,0,0,0,0,0,0,0,0,0
17,100,0.2,0.176630842,1,1,1,1,0.034619645,0.173098225,0.98,0.98,0.98,0.98
17,150,0.147926071,0.364595762,1,1,0,0,0,0,0,0,0,0
17,200,0.131969273,0,0,0,0,0,0,0,0,0,0,0
17,250,0.136112504,0.147058918,0,0,0,0,0,0,0,0,0,0
17,300,0.081293499,0,0,0,0,0,0,0,0,0,0,0
17,350,0.111701532,0.580883524,0.76580413,0,0,0,0,0,0,0,0,0
17,400,0.089731395,0.288635969,0.953166451,0.89015617,1,0,0,0,0,0,0,0
17,450,0.126496319,0.534816572,0.978195771,0.855179751,0.442670503,0,0,0,0,0,0,0
17,500,0.102055297,0.369056601,0,0,0,0,0,0,0,0,0,0
17,550,0.053406014,0.519722635,0.232945115,0,0,0,0,0,0,0,0,0
17,600,0.07652619,0.114008144,0.159773354,1,0,0,0,0,0,0,0,0
17,650,0.057140149,0.161366279,0.095020983,0,0,0,0,0,0,0,0,0
17,700,0.060320115,0.299099592,0.781426309,1,1,1,0.013816311,0.229049805,0.765797783,0.98,0.98,0.98
17,750,0.040001544,0.152801096,0.595268667,0.983344138,0,0,0,0,0,0,0,0
17,800,0.04477895,0.333223939,0.736138481,0.871758524,1,1,0.009384084,0.209564634,0.628900296,0.854323354,0.98,0.98
17,850,0.046255258,0.162141896,0.285788379,1,1,0,0,0,0,0,0,0
17,900,0.032401167,0.260258797,1,1,1,0,0,0,0,0,0,0
17,950,0.012245552,0.11116388,0.971644509,1,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0
18,50,0.085693001,0,0,0,0,0,0,0,0,0,0,0
18,100,0.2,0.418975784,0.957671856,1,0.635671891,1,0.049991334,0.24995667,0.596589778,0.622958453,0.622958453,0.98
18,150,0.13127759,0.199114216,0,0,0,0,0,0,0,0,0,0
18,200,0.100183818,0,0,0,0,0,0,0,0,0,0,0
18,250,0.056700982,0,0,0,0,0,0,0,0,0,0,0
18,300,0.071612074,0.528199611,1,1,1,1,0.03706896,0.517635618,0.98,0.98,0.98,0.98
18,350,0.102863067,0.136357116,1,0,0,0,0,0,0,0,0,0
18,400,0.055736357,0.142678607,0,0,0,0,0,0,0,0,0,0
18,450,0.084701656,0.362799628,1,1,0,0,0,0,0,0,0,0
18,500,0.090271265,0,0,0,0,0,0,0,0,0,0,0
18,550,0.065420037,0.371167721,0.959492452,1,0,0,0,0,0,0,0,0
18,600,0.092222917,0.142306721,1,0,0,0,0,0,0,0,0,0
18,650,0.043304281,0.326317431,1,1,1,0,0,0,0,0,0,0
18,700,0.072870452,0.362082798,0.349474728,0,0,0,0,0,0,0,0,0
18,750,0.035779983,0.348028338,0.239722445,0.897750654,0.913823217,0.905696439,0.002173652,0.060750514,0.17455623,0.728159724,0.811093505,0.88758251
18,800,0.048417009,0.358302468,0.899319972,1,1,1,0.015289317,0.315783994,0.881333572,0.98,0.98,0.98
18,850,0.050715705,0.308500274,0.517644756,0,0,0,0,0,0,0,0,0
18,900,0.043943757,0.286991422,0.357459346,0,0,0,0,0,0,0,0,0
18,950,0.022514259,0.289669167,0.304121673,1,1,1,0.001943719,0.086332778,0.29803924,0.98,0.98,0.98
19,0,0.138213527,0,0,0,0,0,0,0,0,0,0,0
19,50,0.029988802,0,0,0,0,0,0,0,0,0,0,0
19,100,0.05231673,0.6,0,0,0,0,0,0,0,0,0,0
19,150,0.2,0,0,0,0,0,0,0,0,0,0,0
19,200,0.081642822,0,0,0,0,0,0,0,0,0,0,0
19,250,0.2,0,0,0,0,0,0,0,0,0,0,0
19,300,0.084025155,0,0,0,0,0,0,0,0,0,0,0
19,350,0.074312132,0.520438071,0,0,0,0,0,0,0,0,0,0
19,400,0.084444896,0.174947191,0.887705628,0.800909931,0,0,0,0,0,0,0,0
19,450,0.045410568,0.518865964,0,0,0,0,0,0,0,0,0,0
19,500,0.073793333,0.028778442,0,0,0,0,0,0,0,0,0,0
19,550,0.046935231,0.510375774,0,0,0,0,0,0,0,0,0,0
